date,Strategy,SPY JPY,QQQ JPY,Static Equal Weight,Strategy Drawdown,SPY JPY Drawdown,QQQ JPY Drawdown,Static Equal Weight Drawdown
2016-12-14,184085.2142926493,161458.87988920492,296267.8901238828,197638.37636891453,-0.22038061665475261,-0.006034348153887037,-0.01248169637983576,-0.030438608859874927
2016-12-15,184085.2142926493,164890.32652929338,301856.39454758394,200528.75849228742,-0.22038061665475261,0.0,0.0,-0.01625916171023345
2016-12-16,184085.2142926493,166050.76336988984,303372.65202631307,202361.50348473658,-0.22038061665475261,0.0,0.0,-0.007268201466929303
2016-12-19,184085.2142926493,165749.5780150254,303464.3916347051,202386.8069042059,-0.22038061665475261,-0.001813814936782454,0.0,-0.007144069610394044
2016-12-20,184085.2142926493,165331.2773681842,302684.3804164626,201056.46652720275,-0.22038061665475261,-0.004332927998066061,-0.002570355006202729,-0.013670366225022268
2016-12-21,184085.2142926493,166103.1558576382,304622.5567999847,202414.0737908106,-0.22038061665475261,0.0,0.0,-0.007010305505495973
2016-12-22,184085.2142926493,165442.4033878382,303058.7970381677,201575.7732778854,-0.22038061665475261,-0.003977964575015758,-0.005133433906681306,-0.01112278520927612
2016-12-23,184085.2142926493,165545.89246958215,303102.083656499,201756.13868221905,-0.22038061665475261,-0.0033549235424139567,-0.004991334717488027,-0.010237960432063486
2016-12-27,184085.2142926493,165403.97629919174,303768.488935588,201751.99369972138,-0.22038061665475261,-0.004209309298407904,-0.002803692127623769,-0.01025829461548744
2016-12-28,184085.2142926493,164527.55157058712,302130.45175565424,201761.06888192293,-0.22038061665475261,-0.009485697480675626,-0.00818096030218407,-0.010213774181542234
2016-12-29,184085.2142926493,163896.7880155428,300689.9293185048,201784.8385801362,-0.22038061665475261,-0.013283118136457217,-0.012909836759272153,-0.010097166354205989
2016-12-30,184085.2142926493,162168.54645885018,295696.94295875955,199535.20838302243,-0.22038061665475261,-0.023687746198875592,-0.029300567676233236,-0.021133254706769078
2017-01-03,185113.27691819638,165142.43711051546,301306.417798284,202832.94093187997,-0.2160266681138604,-0.005783868115944446,-0.010886058591774272,-0.004955454542543092
2017-01-04,186409.79852256982,166320.06281791555,303378.373499605,203921.90956863912,-0.21053576881714386,0.0,-0.004084343961424541,0.0
