signal_date,selected,usdjpy,SPY_usd_close,SPY_jpy_price,SPY_momentum,SPY_sma,SPY_above_sma,SPY_eligible,SPY_rank,SPY_weight,QQQ_usd_close,QQQ_jpy_price,QQQ_momentum,QQQ_sma,QQQ_above_sma,QQQ_eligible,QQQ_rank,QQQ_weight,GLD_usd_close,GLD_jpy_price,GLD_momentum,GLD_sma,GLD_above_sma,GLD_eligible,GLD_rank,GLD_weight,IEF_usd_close,IEF_jpy_price,IEF_momentum,IEF_sma,IEF_above_sma,IEF_eligible,IEF_rank,IEF_weight,JPY_CASH_weight
2007-11-30,,111.76000213623048,121.60199172,13590.238854397081,,14287.309129114994,False,False,,0.0,43.448528703,4855.807660663351,,4789.3352549207375,True,False,,0.0,77.32,8641.28336517334,,8118.050495536804,True,False,,0.0,55.192845215,6168.352499133038,,6086.00830830489,True,False,,0.0,1.0
2007-12-31,,111.6500015258789,119.59792284,13353.108267577947,,14253.912944928597,False,False,,0.0,43.4172742,4847.538730679503,,4840.655947739772,True,False,,0.0,82.46,9206.659125823973,,8249.399345802307,True,False,,0.0,55.221203871,6165.44749645802,,6099.046042947947,True,False,,0.0,1.0
2008-01-31,GLD,106.2509994506836,112.366915126,11939.097037327636,-0.15905826805380052,14079.410090220525,False,False,,0.0,38.168048802,4055.3933322949665,-0.09568506041154712,4813.821243766175,False,False,,0.0,91.4,9711.341349792481,0.24065786838704772,8446.05055683136,True,True,1,0.5,57.083724297,6065.202758923521,0.008686059890536724,6107.569706966615,False,False,,0.0,0.5
2008-02-29,GLD,103.7699966430664,109.463060218,11358.981391361636,-0.1700940156998424,13767.479342444043,False,False,,0.0,36.289015737,3765.711041208674,-0.13118994742255907,4727.3880983709105,False,False,,0.0,96.18,9980.598277130128,0.2644599684484108,8643.324140449524,True,True,1,0.5,57.794363109,5997.320865809092,-0.006254986815388053,6097.743262241342,False,False,,0.0,0.5
2008-03-31,GLD,99.8499984741211,107.884344733,10772.251656971604,-0.2127921078680065,13317.79134060063,False,False,,0.0,36.981732019,3692.625885667505,-0.14596493592583348,4609.194669061935,False,False,,0.0,90.41,9027.438362045288,0.16560844440591116,8748.118476654054,True,True,1,0.5,58.571005424,5848.314802214139,-0.02201539505553385,6069.518921906205,False,False,,0.0,0.5
2008-04-30,GLD,103.94300079345705,113.094923821,11755.425756462166,-0.18806525669414687,12977.852174289445,False,False,,0.0,39.992225452,4156.911921889349,-0.10218709088878253,4529.378998595553,False,False,,0.0,86.65,9006.661018753053,0.12472723965601307,8857.23523499298,True,True,1,0.5,57.14829718,5940.165499125459,-0.02549711077020489,6046.294195044453,False,False,,0.0,0.5
2008-05-30,GLD,105.5,114.730898417,12104.1097829935,-0.20728237595266819,12776.731008878549,False,False,,0.0,42.407521042,4473.993469931,-0.0821749438178796,4501.055218780817,False,False,,0.0,87.45,9225.975,0.15621038674753218,9000.747567039489,True,True,1,0.5,56.127556103,5921.4571688665,-0.034107993055048746,6031.483428368403,False,False,,0.0,0.5
2008-06-30,GLD,106.12000274658205,104.735093635,11114.488424209727,-0.2666036075199286,12490.526361361242,False,False,,0.0,38.260020746,4060.1535066498063,-0.18060599909912645,4428.64265877672,False,False,,0.0,91.4,9699.3682510376,0.22536495421802472,9200.582374473572,True,True,1,0.5,56.77404091,6024.861377303761,-0.023904977841132657,6027.093545863169,False,False,,0.0,0.5
2008-07-31,"GLD,IEF",107.80999755859376,103.745329005,11184.783666744557,-0.20761395930062998,12176.952003575798,False,False,,0.0,38.510352984,4151.801061185624,-0.12726524584903987,4344.3063996855135,False,False,,0.0,90.08,9711.524580078127,0.24652926015630028,9328.281108184816,True,True,1,0.5,57.185025114,6165.117417928463,0.015742904951042025,6041.597579451153,True,True,2,0.5,0.0
2008-08-29,IEF,108.79000091552734,105.266785379,11451.97367775603,-0.18062854919342386,11862.445851580189,False,False,,0.0,39.08007463,4251.521354776577,-0.11135590964355291,4231.145796494636,True,False,,0.0,81.71,8889.230974807739,0.15429264835670442,9310.008030464172,False,False,,0.0,58.06252308,6316.621939031027,0.040842236043318936,6061.286182479302,True,True,1,0.5,0.5
2008-09-30,IEF,106.06999969482422,94.878346695,10063.746204984076,-0.29725030139657527,11509.796586638888,False,False,,0.0,32.878992564,3487.4747312296076,-0.30182973489465914,4094.312503551261,False,False,,0.0,85.07,9023.374874038696,0.06981267781632972,9348.217181350708,False,False,,0.0,57.980923859,6150.036576029756,0.02158767939511308,6059.454590168974,True,True,1,0.5,0.5
2008-10-31,,98.44000244140624,79.205710065,7797.010292171915,-0.465849729992157,10954.186789098285,False,False,,0.0,27.678929254,2724.7138633392706,-0.49384183809608784,3882.0300168172384,False,False,,0.0,71.34,7022.709774169921,-0.22588851605213878,9129.822246185304,False,False,,0.0,57.478209553,5658.15508872498,-0.075424957368606,6008.72534939567,False,False,,0.0,1.0
2008-11-28,,95.5,73.692475676,7037.631427058,-0.48215542769647535,10464.04022807132,False,False,,0.0,24.422411202,2332.340269791,-0.5196802606731792,3709.7247105668416,False,False,,0.0,80.31,7669.6050000000005,-0.11244607127333195,8925.648611206056,False,False,,0.0,61.956514869,5916.8471699895,-0.04077350138126623,5993.889790502268,False,False,,0.0,1.0
2008-12-31,,90.6500015258789,73.815173771,6691.345614974167,-0.4988922817902175,9997.276650432574,False,False,,0.0,24.99566307,2265.8568954358548,-0.5325758036556753,3559.7392959895597,False,False,,0.0,86.52,7843.038132019043,-0.1481124667665905,8711.892596694946,False,False,,0.0,65.165109811,5907.217303801216,-0.041883446871480934,5984.87943430148,False,False,,0.0,1.0
2009-01-30,,89.9000015258789,67.753887893,6091.074624964928,-0.4898211643710443,9529.158947231906,False,False,,0.0,24.407418564,2194.226966146365,-0.4589360916800044,3409.8994040374455,False,False,,0.0,91.31,8208.769139328004,-0.15472344718853748,8630.025674423217,False,False,,0.0,62.621240855,5629.649648416931,-0.07181179720097175,5963.01291892176,False,False,,0.0,1.0
2009-02-27,IEF,97.62000274658205,60.473800941,5903.452613956676,-0.480283274480388,8943.961632981358,False,False,,0.0,23.083868425,2253.4472990502386,-0.40158783443804724,3219.5529417535345,False,False,,0.0,92.63,9042.540854415895,-0.0939880953693657,8633.613657989503,True,False,,0.0,62.159156087,6067.976987938162,0.011781280960283969,5975.79406780303,True,True,1,0.5,0.5
2009-03-31,IEF,98.97000122070312,65.046349936,6437.6373325682025,-0.4023870275624427,8377.314387938828,False,False,,0.0,25.540668489,2527.759991533904,-0.31545732771220913,3024.929593913825,False,False,,0.0,90.28,8935.011710205079,-0.010238414058721834,8604.51732901001,True,False,,0.0,64.227764053,6356.621886728442,0.08691513738656154,6019.3105395892235,True,True,1,0.5,0.5
2009-04-30,IEF,98.69000244140624,71.508449591,7057.169064716965,-0.39966708046813915,7971.582451989551,False,False,,0.0,28.971978698,2859.2446484379893,-0.3121709812079828,2904.838708092643,False,False,,0.0,87.27,8612.676513061522,-0.043743680912516125,8495.848155212403,True,False,,0.0,62.457114111,6163.892744097778,0.037663469983329145,6033.213676268626,True,True,1,0.5,0.5
2009-05-29,,95.43000030517578,75.688364683,7222.940664796946,-0.40326543675724813,7575.3981517947905,False,False,,0.0,29.925120423,2855.754251099312,-0.3616990569404307,2775.234027084012,True,False,,0.0,96.2,9180.36602935791,-0.004943539370320216,8442.732300140382,True,False,,0.0,61.154126623,5835.9383222956485,-0.01444219625880061,6000.295766705344,False,False,,0.0,1.0
2009-06-30,,96.33100128173828,75.213932051,7245.433384809457,-0.34810914292489104,7154.744122500133,True,False,,0.0,30.830329333,2969.9164944936365,-0.26852113112732223,2647.073541055718,True,False,,0.0,91.18,8783.460696868897,-0.09442960927591582,8432.155272346496,True,False,,0.0,60.811983286,5858.079239868713,-0.027682319474325756,5954.4414967891125,False,False,,0.0,1.0
2009-07-31,,94.63999938964844,80.825324915,7649.3087006237365,-0.3160968572537314,6913.300372064099,True,False,,0.0,33.493728402,3169.846435522331,-0.23651292805028523,2615.3107114849904,True,False,,0.0,93.35,8834.64394302368,-0.09029278871962576,8413.282179244996,True,False,,0.0,61.319778831,5803.303831139217,-0.058687217495172694,5919.768222300058,False,False,,0.0,1.0
2009-08-31,,92.87000274658205,83.810978553,7783.525808410839,-0.32033324320948053,6911.951923687991,True,False,,0.0,33.996911288,3157.293244691866,-0.2573733068176518,2658.5686496202497,True,False,,0.0,93.4,8674.058256530763,-0.024205999246366683,8578.417027481079,True,False,,0.0,61.789950915,5738.432911187219,-0.09153453118210553,5927.796004546283,False,False,,0.0,1.0
2009-09-30,,89.87000274658203,86.371278795,7762.187062532452,-0.22869805096155704,6984.407487235437,True,False,,0.0,35.958140646,3231.5581986180027,-0.07338161630819162,2748.49044250295,True,False,,0.0,98.85,8883.649771499633,-0.01548479415845494,8699.821504631043,True,False,,0.0,62.488146246,5615.809874756839,-0.08686561367051171,5897.692275023017,False,False,,0.0,1.0
2009-10-30,"GLD,QQQ",90.08999633789062,84.71076458,7631.592470792115,-0.021215544828237287,7078.432172817232,True,False,,0.0,34.837916124,3138.547736030901,0.1518815895715584,2835.7595265624545,True,True,2,0.5,102.53,9236.927324523926,0.31529389958532406,8839.210423881532,True,True,1,0.5,62.401863424,5621.783647345711,-0.0064281450064431755,5869.148909377467,False,False,,0.0,0.0
2009-11-30,"QQQ,GLD",86.25,89.929523542,7756.4214054975,0.10213521209364917,7244.96685087049,True,True,3,0.0,37.09573299,3199.5069703875,0.3718011097386773,2936.287526986568,True,True,1,0.5,115.64,9973.95,0.3004515877936347,9015.72850994873,True,True,2,0.5,63.483738242,5475.4724233725,-0.07459627297045479,5853.731186873023,False,False,,0.0,0.0
2009-12-30,"QQQ,SPY",92.41999816894533,92.03993077,8506.330233233255,0.27124359175192536,7505.254612798148,True,True,2,0.5,39.433360728,3644.4311262771203,0.6084118699720824,3075.3859097092563,True,True,1,0.5,106.93,9882.470404205324,0.26003090101785187,9099.721464927674,True,True,3,0.0,60.97233002,5635.062628804731,-0.046071552983391606,5810.43975095968,False,False,,0.0,0.0
2010-01-29,"QQQ,SPY",90.2699966430664,87.843655932,7929.6465260963205,0.30184688488231726,7654.455532150959,True,True,2,0.5,36.492991762,3294.2222438511903,0.5013133530286995,3152.032134940985,True,True,1,0.5,105.96,9565.008844299316,0.16521840021954115,9162.721178337099,True,True,3,0.0,62.121248148,5607.684861783056,-0.0039016258569575246,5735.546048465141,False,False,,0.0,0.0
2010-02-26,"QQQ,SPY",88.9209976196289,90.58391338,8054.811946039651,0.3644239181317097,7754.219820283228,True,True,2,0.5,38.206757106,3397.3829576763655,0.5076380792700419,3205.8459658648226,True,True,1,0.5,109.43,9730.624769515991,0.07609408972303089,9274.516003982546,True,True,3,0.0,62.324528027,5541.959208333362,-0.08668750403147718,5673.352694888699,False,False,,0.0,0.0
2010-03-31,"QQQ,SPY",93.5199966430664,95.704513866,8950.285815474623,0.39030600096014356,7926.954335350996,True,True,2,0.5,41.209648844,3853.9262215528256,0.5246408814367587,3305.6631629101735,True,True,1,0.5,108.95,10189.003634262086,0.14034586240382496,9375.37976447296,True,True,3,0.0,61.666010441,5767.005089433617,-0.0927563111038342,5666.459371602496,True,False,,0.0,0.0
2010-04-30,"QQQ,SPY",93.83000183105467,97.185070875,9118.875378152428,0.2921435344015171,8114.298534685292,True,True,2,0.5,42.148009771,3954.74783398824,0.3831442636952127,3404.1462968596343,True,True,1,0.5,115.36,10824.229011230467,0.2567787719433121,9579.45659590912,True,True,3,0.0,62.68975836,5882.180141707175,-0.04570368338423092,5668.869461786342,True,False,,0.0,0.0
2010-05-27,"QQQ,GLD",90.87899780273438,90.600273126,8233.662022344888,0.1399321141420944,8172.733866857407,True,True,3,0.0,39.215359727,3563.852590463471,0.24795492787643725,3443.5469123537487,True,True,1,0.5,118.69,10786.428249206543,0.17494533602610218,9774.635026527405,True,True,2,0.5,64.244567628,5838.481920302632,0.0004358507349651042,5672.387270702684,True,True,4,0.0,0.0
2010-06-30,"GLD,IEF",88.43000030517578,84.432648899,7466.379167905369,0.030494488232980066,8141.01920280686,False,False,,0.0,36.534144174,3230.7143804561556,0.08781320499955148,3450.889025930177,False,False,,0.0,121.68,10760.16243713379,0.22504816819747853,9983.245444587708,True,True,1,0.5,66.512579039,5881.7073847167985,0.0040334286855114865,5686.714718055642,True,True,2,0.5,0.0
2010-07-30,,86.44000244140625,90.19945935,7796.841486427524,0.019287074372061452,8144.484645196368,False,False,,0.0,39.238970574,3391.816712214828,0.07002556155560913,3466.9148772898598,False,False,,0.0,115.49,9982.955881958007,0.12997829299516894,10093.176055633545,False,False,,0.0,67.120298424,5801.8787596384755,-0.00024556210431292413,5705.3216065438055,True,False,,0.0,1.0
2010-08-31,"GLD,IEF",84.53199768066406,86.142242352,7281.775830706465,-0.06446307111388849,8109.502981187802,False,False,,0.0,37.188537658,3143.6213790533443,-0.004330248912262857,3467.422241592104,False,False,,0.0,122.08,10319.666276855469,0.18971604428477473,10201.4499508667,True,True,1,0.5,69.382389864,5865.032019062578,0.02206161679237373,5729.646443715492,True,True,2,0.5,0.0
2010-09-30,"GLD,QQQ",83.76599884033203,93.35689032,7820.133166282125,0.007465177440695081,8115.874157266265,False,False,,0.0,42.183257582,3533.5227056952394,0.09344238553598494,3500.8238151228784,True,True,2,0.5,127.91,10714.50891166687,0.2060931247020752,10275.505842033386,True,True,1,0.5,69.380405888,5811.7189991559735,0.03488528436116556,5763.27110129384,True,True,3,0.0,0.0
2010-10-29,"GLD,QQQ",81.67900085449219,96.92331494,7916.599523804475,0.03734568559617779,8056.901086323387,False,False,,0.0,44.903138028,3667.643449358393,0.16857978843316945,3503.1450474310054,True,True,2,0.5,132.62,10832.269093322755,0.17271346983138192,10370.48571094513,True,True,1,0.5,69.37571625,5666.5391868647575,0.007961092479995768,5766.418757099842,False,False,,0.0,0.0
2010-11-30,"QQQ,GLD",84.25399780273438,96.92331494,8166.176763988492,0.05282788763908197,8080.554110112605,True,True,4,0.0,44.820054863,3776.2688039456366,0.180265846862113,3551.34970344045,True,True,1,0.5,135.42,11409.676382446289,0.14394762179941623,10554.952464759826,True,True,2,0.5,68.749870018,5792.451397434846,0.05789070778793359,5784.895410665022,True,True,3,0.0,0.0
2010-12-31,"GLD,QQQ",81.4800033569336,102.861902723,8381.188179170616,-0.014711638348311795,8113.1917334257,True,False,,0.0,46.991845967,3828.8957671396665,0.050615482765613784,3594.5009843867797,True,True,2,0.5,138.72,11302.906065673827,0.14373285255314916,10712.18059437561,True,True,1,0.5,66.382107259,5408.814322303645,-0.04015009617543075,5771.5809220620495,False,False,,0.0,0.0
2011-01-31,"QQQ,SPY",82.08899688720703,105.258605506,8640.573339733786,0.089654288031354,8082.220485851617,True,True,2,0.5,48.341346027,3968.292603533801,0.20462200476631232,3605.9376225848778,True,True,1,0.5,129.87,10660.898025741577,0.11457273059349049,10759.370033523559,False,False,,0.0,66.36789703,5448.074092706146,-0.028462863554382878,5739.687822389303,False,False,,0.0,0.0
2011-02-28,"QQQ,GLD",81.62200164794922,108.915008728,8889.86102188322,0.10367083445742531,8059.319050224696,True,True,3,0.0,49.891430868,4072.2384525264406,0.19863980695059502,3617.6866844386977,True,True,1,0.5,137.66,11236.08474685669,0.15471359886951852,10800.555607086182,True,True,2,0.5,66.22924806,5405.763794295758,-0.024575318748793484,5692.046187648161,False,False,,0.0,0.0
2011-03-31,"GLD,QQQ",83.1500015258789,108.456935841,9018.1943806713,0.0075873068856937564,8137.7722860573385,True,True,3,0.0,49.665331436,4129.672384686682,0.07154941409925386,3674.268663861019,True,True,2,0.5,139.86,11629.359213409425,0.14136373200456243,10884.84870350647,True,True,1,0.5,66.126774322,5498.44138577575,-0.04656900756857896,5658.0421341954725,False,False,,0.0,0.0
2011-04-29,"GLD,QQQ",81.52999877929688,111.598007066,9098.585379862943,-0.002225054894170131,8300.992907253096,True,False,,0.0,51.113260732,4167.264085085843,0.05373699159050749,3767.9236343239872,True,True,2,0.5,152.37,12422.725914001465,0.14767766841522922,11051.105051193237,True,True,1,0.5,67.349649992,5491.016881633832,-0.06649970770188218,5618.973083887176,False,False,,0.0,0.0
2011-05-31,"QQQ,GLD",80.87999725341797,110.3464865,8924.823525044323,0.08394339005217,8413.791111114775,True,True,3,0.0,50.481437039,4082.938489062912,0.14565302167336136,3837.035812008796,True,True,1,0.5,149.64,12102.882789001464,0.12204730883847104,11263.097741897584,True,True,2,0.5,69.044423379,5584.312773257347,-0.04353343052437009,5597.216485249063,False,False,,0.0,0.0
2011-06-30,"QQQ,SPY",80.70999908447266,107.949783717,8712.626944968091,0.1669146113580442,8556.876222540937,True,True,2,0.5,49.443937666,3990.620163755583,0.23521292624826007,3921.73569047902,True,True,1,0.5,146.0,11783.659866333008,0.09511914296638158,11409.497100845338,True,True,3,0.0,68.695053487,5544.37770404357,-0.057352339823935505,5565.151053747162,False,False,,0.0,0.0
2011-07-29,GLD,77.7300033569336,106.518305945,8279.668278679728,0.06192594694822162,8602.829733780698,False,False,,0.0,50.279460103,3908.2226025909986,0.15225052949248608,3959.2056801685962,False,False,,0.0,148.91,11574.774799880981,0.15945366650370918,11495.523689666748,True,True,1,0.5,70.880917088,5509.573923192772,-0.05038106595387004,5534.936546150842,False,False,,0.0,0.5
2011-08-31,GLD,76.70099639892578,99.974407561,7668.136674321,0.05305860171982957,8577.98344883235,False,False,,0.0,47.693738035,3658.1572292738447,0.16367615185752604,3958.257058160141,False,False,,0.0,177.72,13631.30108001709,0.3209052225447273,11775.426888336182,True,True,1,0.5,74.190949668,5690.519763318152,-0.029754697873297986,5537.334603796182,True,False,,0.0,0.5
2011-09-30,"GLD,IEF",76.76499938964844,92.555262768,7105.004689894271,-0.09144709702275344,8471.866241422927,False,False,,0.0,45.519328856,3494.2912518480466,-0.011102646597957455,3930.059302950381,False,False,,0.0,158.06,12133.475803527832,0.1324341510711584,11847.806830444335,True,True,1,0.5,75.85688294,5823.153572589734,0.001967502805180432,5540.404821311671,True,True,2,0.5,0.0
2011-10-31,"GLD,IEF",75.73999786376953,102.657405899,7775.271703490382,-0.017852086604751682,8411.274593854905,False,False,,0.0,50.330319311,3812.018277097978,0.03936446651182557,3928.3715539462128,False,False,,0.0,167.34,12674.331242523194,0.17005321168913046,11984.949348129272,True,True,1,0.5,74.877694197,5671.2363985247675,0.0008289383528659044,5566.647028933783,True,True,2,0.5,0.0
2011-11-30,"GLD,IEF",77.95999908447266,102.240232377,7970.648422507192,-0.023943682231267416,8344.282102132245,False,False,,0.0,48.95575061,3816.590272735272,0.010677594970862625,3913.20132086636,False,False,,0.0,170.13,13263.334644241333,0.16246370183179648,12245.193009979248,True,True,1,0.5,75.313703868,5871.456284597525,0.013639283567863147,5608.985248122921,True,True,2,0.5,0.0
2011-12-30,IEF,77.65899658203125,102.657405899,7972.271133830635,-0.0487898656608432,8252.523113326988,False,False,,0.0,48.606995954,3774.770532654493,-0.014135990577149427,3883.4545288791655,False,False,,0.0,151.99,11803.390890502931,0.0442793049788357,12301.923624343872,False,False,,0.0,76.816622238,5965.501803824027,0.1029222761862687,5664.959049075747,True,True,1,0.5,0.5
2012-01-31,"GLD,IEF",76.36000061035156,107.418091973,8202.44556862108,-0.05070586798887178,8170.948232121964,True,False,,0.0,52.760504516,4028.7921570442163,0.015245739050729235,3873.3665061149186,True,True,3,0.0,169.31,12928.511703338623,0.21270381464316745,12431.838873336794,True,True,1,0.5,77.481168766,5916.462094262512,0.08597313354887048,5706.761119924424,True,True,2,0.5,0.0
2012-02-29,"GLD,IEF",80.4800033569336,112.080619571,9020.248639321277,0.014667002905567994,8163.114558067797,True,True,4,0.0,56.189358393,4522.119752092584,0.11047518577578264,3908.8520728155936,True,True,3,0.0,164.29,13222.05975151062,0.1767497352856393,12511.772257087709,True,True,1,0.5,76.6258178,6166.846073771781,0.14079088699345843,5774.344039138219,True,True,2,0.5,0.0
2012-03-30,"QQQ,GLD",82.27300262451172,115.107172574,9470.212711280825,0.050122930547863875,8217.653476691446,True,True,4,0.0,59.065438545,4859.490980430721,0.17672554327803192,3986.507321952374,True,True,1,0.5,162.14,13339.744645538329,0.14707477864788254,12635.458442741394,True,True,2,0.5,75.401808536,6203.533191575259,0.12823484990192924,5836.26608097001,True,True,3,0.0,0.0
2012-04-30,"IEF,QQQ",80.3499984741211,114.411883371,9192.99465428117,0.010376258558519869,8265.690247622757,True,True,4,0.0,58.366112278,4689.717032477681,0.12537073166580348,4056.4170088245833,True,True,2,0.5,161.88,13007.057752990722,0.04703732844420783,12757.798231407167,True,True,3,0.0,77.300964699,6211.132395612739,0.13114429066636557,5902.941550126927,True,True,1,0.5,0.0
2012-05-31,"IEF,QQQ",78.98200225830078,107.540790068,8493.786924010226,-0.048296372452020675,8287.102112155806,True,False,,0.0,54.2055636,4281.2639466676665,0.048574196779112455,4093.72114323225,True,True,2,0.5,151.62,11975.251182403565,-0.010545554214065778,12797.845869659424,False,False,,0.0,79.527318461,6281.226846283307,0.12479853857101353,5980.106842435981,True,True,1,0.5,0.0
2012-06-29,"IEF,QQQ",79.31300354003906,111.328071257,8829.763709712162,0.01344448298819012,8403.264815694924,True,True,3,0.0,56.195182064,4457.008673975171,0.11687118570078825,4173.606287702383,True,True,2,0.5,155.19,12308.585019378663,0.044546869054275184,12665.574263595581,False,False,,0.0,79.196497134,6281.312057547635,0.1329156116053587,6039.186071858929,True,True,1,0.5,0.0
2012-07-31,"IEF,QQQ",78.10099792480469,112.645030807,8797.689317297067,0.06256543392580727,8572.533278435203,True,True,3,0.0,56.763028104,4433.249140156134,0.13433895429013254,4267.502076533192,True,True,2,0.5,156.49,12222.025165252686,0.055919046077540946,12674.429199768067,False,False,,0.0,80.310130648,6272.301347080241,0.1384367347675901,6084.10084930798,True,True,1,0.5,0.0
2012-08-31,"QQQ,SPY",78.52999877929688,115.467086985,9067.630199981015,0.1825076397433849,8701.769128084265,True,True,2,0.5,59.744219812,4691.713508906404,0.2825346793083914,4355.471599714035,True,True,1,0.5,164.22,12896.196399536133,-0.053927697449115075,12696.615715469361,True,False,,0.0,80.215752286,6299.34292909996,0.10698902580153802,6146.911502365499,True,True,3,0.0,0.0
2012-09-28,"QQQ,SPY",77.61000061035156,117.732911801,9137.251356734077,0.28603030617704595,8818.429421506953,True,True,2,0.5,60.281674803,4678.460818253844,0.33888691040837493,4441.6586542658915,True,True,1,0.5,172.02,13350.472304992676,0.10030073172528198,12705.329481544493,True,True,3,0.0,79.935294014,6203.778217215171,0.0653640059257723,6180.143695627263,True,True,4,0.0,0.0
2012-10-31,"QQQ,SPY",79.68399810791016,115.483446731,9202.182750807948,0.18351912341237075,8941.420583204683,True,True,2,0.5,57.060626666,4546.818867289711,0.19275893680948553,4518.8634877294135,True,True,1,0.5,166.86,13296.07192428589,0.04905510751342179,12854.59758492279,True,True,4,0.0,79.617806141,6344.265113895402,0.11867407176779055,6218.020026634401,True,True,3,0.0,0.0
2012-11-30,"QQQ,SPY",82.1510009765625,116.285074283,9552.935250982377,0.19851419164433204,9076.469551440814,True,True,2,0.5,57.816950124,4749.72032609859,0.24449311733286017,4590.95630463485,True,True,1,0.5,166.05,13641.173712158205,0.028487486597567058,12925.863785804748,True,True,4,0.0,80.400327409,6604.9673754927035,0.12492830659735699,6286.87055475742,True,True,3,0.0,0.0
2012-12-31,"QQQ,SPY",85.95999908447266,116.489571108,10013.443425794292,0.2560339779842491,9175.789030088115,True,True,2,0.5,57.543324034,4946.424081280154,0.31039066838368345,4633.386737553607,True,True,1,0.5,162.02,13927.23905166626,0.17993542541001406,12996.381715820313,True,True,3,0.0,79.641195607,6845.957101464028,0.14759115437289916,6354.781657526644,True,True,4,0.0,0.0
2013-01-31,"SPY,QQQ",91.02100372314452,122.45269851,11145.767526987804,0.3588346833567013,9343.344511658814,True,True,1,0.5,59.10008755,5379.349288926716,0.3352263108239757,4685.372568403208,True,True,2,0.5,161.2,14672.585800170895,0.13490138206564706,13129.66583128357,True,True,4,0.0,78.60772468,7154.9540007662,0.20932981345468504,6449.923738445738,True,True,3,0.0,0.0
2013-02-28,"SPY,QQQ",92.3030014038086,124.015054249,11446.961726438845,0.26902951172975254,9568.74121887458,True,True,1,0.5,59.305878462,5474.110582932088,0.2105187131320383,4763.8119234486485,True,True,2,0.5,153.0,14122.359214782715,0.06809071205182193,13241.195977462767,True,True,4,0.0,79.501161406,7338.195812862431,0.18994308031661733,6562.630080170708,True,True,3,0.0,0.0
2013-03-28,"SPY,IEF",94.31600189208984,128.154069977,12086.979506429747,0.2763155247856106,9928.060477116533,True,True,1,0.5,61.122148391,5764.7966632941525,0.1862964015180022,4912.165195111296,True,True,3,0.0,154.47,14568.992812271119,0.09214930265879784,13500.570140449525,True,True,4,0.0,79.72980325,7519.7962741829515,0.21217958249909108,6686.487022960672,True,True,2,0.5,0.0
