date,SPY_jpy_price,QQQ_jpy_price,GLD_jpy_price,IEF_jpy_price,Strategy_equity,USDJPY
2013-03-15,12231.98422086854,5825.815678763456,14778.147689819336,7576.6430620939855,118496.16338833113,95.96199798583984
2013-03-18,12028.46094394359,5747.909660167618,14743.852810516357,7516.679462411383,116717.68130271135,94.88899993896484
2013-03-19,12057.935699446183,5764.295204337855,14881.135802001954,7576.095166465373,117027.0412634922,95.34300231933594
2013-03-20,12104.85004114506,5787.412086591369,14767.91897415161,7523.765620240441,117489.36183672686,95.0500030517578
2013-03-21,12115.712182451884,5775.479529187168,14992.969036102293,7615.427705891402,117420.96152402213,95.95500183105467
2013-03-22,12080.033610947854,5768.758870695599,14763.251069641114,7535.321590912491,117179.5925107715,94.91000366210938
2013-03-25,12019.177388030588,5742.513891864818,14721.099174804689,7534.46573930826,116617.85935048344,94.8280029296875
2013-03-26,12004.847490307815,5721.3106706184535,14537.954963378907,7473.44165727636,116333.10020764658,93.96299743652344
2013-03-27,12090.703775790864,5769.951551782729,14702.493931884768,7559.337695440057,117243.48235242258,94.63500213623048
2013-03-28,12086.979506429747,5764.7966632941525,14568.992812271119,7519.7962741829515,117173.0854758466,94.31600189208984
2013-04-01,12034.80641286618,5722.977973994355,14582.59658126831,7537.112331961958,116861.56845354258,94.28199768066406
2013-04-02,11952.829288095923,5701.211390273257,14203.427446517944,7434.4113126775765,115666.93296470876,93.18000030517578
2013-04-03,11854.748959836936,5659.5979083906595,14072.454186401368,7480.28955170601,115547.3326159225,93.36199951171876
2013-04-04,11842.557960427011,5632.590797588594,13960.287800827025,7472.204066710205,115425.4576034618,92.88899993896484
2013-04-05,12239.678393075714,5798.5229611548675,14736.537429046632,7782.08558851863,119756.39395839561,96.43699645996094
2013-04-08,12618.18504483038,5969.451992839031,15025.952076416015,7943.019691786696,122841.06962652851,98.7509994506836
2013-04-09,12729.632693130125,6042.3863539450795,15223.595012817383,7988.533663176029,123734.79771066068,99.27999877929688
2013-04-10,12842.72451441057,6140.769832839226,14916.712039947512,7928.745994076114,123819.24803085248,98.9499969482422
2013-04-11,12978.04790156499,6182.969963927814,15054.549355316163,7995.04507520795,124990.08149361983,99.66600036621094
2013-04-12,12940.407848489418,6175.711321901817,14340.443266296386,8036.048122589606,125125.7639512792,99.62100219726562
2013-04-15,12486.362155582958,5978.602598809703,12921.691627578737,7955.665811825636,122299.91051554828,98.40599822998048
2013-04-16,12463.908432892842,5960.030139378428,12855.040405273438,7803.4313972574755,121009.51657275742,96.8000030517578
2013-04-17,12384.56261323731,5891.2876118583035,12969.440781097412,7883.299223790505,121244.56863558287,97.61000061035156
2013-04-18,12359.943454723776,5833.409635906114,13165.294609832765,7921.528893863086,121421.87467727819,98.02899932861328
2013-04-19,12489.523226727484,5924.876730381155,13303.560806884765,7931.192008284876,122125.29840206131,98.2030029296875
2013-04-22,12748.575008052263,6083.696911607439,13762.005895996095,8064.39728271817,124415.44449319912,99.7969970703125
2013-04-23,12797.791950301771,6103.5581229791505,13573.021301269531,8007.7423767479795,124214.43200299704,99.16000366210938
2013-04-24,12872.670254455667,6132.698959152773,13792.306760253907,8053.212788580814,124930.47032599321,99.677001953125
2013-04-25,12891.52734941476,6149.876422466744,14080.854340667725,8023.544116642197,124791.6621495582,99.41999816894533
2013-04-26,12858.660966810481,6125.4516537263535,13998.281624221801,8046.166681212847,124807.8437586462,99.34200286865234
