momentum_months,sma_months,cagr,max_drawdown,sharpe,total_return
9,8,0.11088025505484578,-0.23180318968691072,0.7619968414492767,6.85399384279056
9,10,0.1109150621215278,-0.2898914626998724,0.7426582510544097,6.858818644064482
9,12,0.11079010460002392,-0.2898915337847847,0.7441807848325358,6.841510651452208
12,8,0.10319677736867372,-0.25498424338958503,0.7187778102490624,5.855042857497129
12,10,0.10584305933652494,-0.28203688657721326,0.7196094039476918,6.184631432646909
12,12,0.10500433158089284,-0.28203709214947137,0.7103907905115578,6.078575834504818
15,8,0.08802570251968711,-0.30047894473438563,0.6298787546692959,4.225615683024924
15,10,0.09844217924377752,-0.3368459195908252,0.6793576471724883,5.29860401227163
15,12,0.10132242619834386,-0.336845586695683,0.692493219342363,5.630332975454844
