date,cash_jpy,equity_jpy,QUAL_value_jpy,QUAL_weight,USMV_value_jpy,USMV_weight,SPY_value_jpy,SPY_weight,QQQ_value_jpy,QQQ_weight,market_weight
2014-03-07,0.024859351295162924,99090.8590187753,49342.368674370184,0.4979507611799087,49748.46548505382,0.5020489879457771,0.0,0.0,0.0,0.0,0.9999997491256859
2014-03-10,0.024859351295162924,99288.96982721936,49505.5246168437,0.4986004457795484,49783.420351024375,0.501399303846706,0.0,0.0,0.0,0.0,0.9999997496262542
2014-03-11,0.024859351295162924,99155.55177190357,49405.05572505498,0.498258088853218,49750.47118749729,0.5017416604361475,0.0,0.0,0.0,0.0,0.9999997492893655
2014-03-12,0.024859351295162924,98833.83510492138,49232.98055001356,0.49813892679311833,49600.829695556524,0.5018608216801522,0.0,0.0,0.0,0.0,0.9999997484732707
2014-03-13,0.024859351295162924,97713.75365937177,48552.129121252154,0.4968812199202164,49161.599678768325,0.5031185256698325,0.0,0.0,0.0,0.0,0.9999997455900489
2014-03-14,0.024859351295162924,96640.70912932676,47931.642121761826,0.49597775671967215,48709.042148213644,0.5040219860455506,0.0,0.0,0.0,0.0,0.9999997427652226
2014-03-17,0.024859351295162924,97036.44687704027,48218.00123296548,0.49690608822543675,48818.4207847235,0.5030936555888507,0.0,0.0,0.0,0.0,0.9999997438142874
2014-03-18,0.024859351295162924,98192.44357780485,48901.518583310426,0.4980171263847027,49290.90013514312,0.5019826204455992,0.0,0.0,0.0,0.0,0.9999997468303019
2014-03-19,0.024859351295162924,97056.64591788284,48347.74807159198,0.49813948972126837,48708.87298693956,0.5018602541463354,0.0,0.0,0.0,0.0,0.9999997438676037
2014-03-20,0.024859351295162924,98196.81460589824,48898.51979806699,0.49796441966387245,49298.269948479945,0.5020353271776987,0.0,0.0,0.0,0.0,0.9999997468415712
2014-03-21,0.024859351295162924,97741.13943910268,48608.938665298505,0.4973232248390572,49132.175914452884,0.502676520822274,0.0,0.0,0.0,0.0,0.9999997456613312
2014-03-24,0.024859351295162924,97282.56808147319,48434.793650786254,0.4978774163344721,48847.74957133563,0.5021223281279553,0.0,0.0,0.0,0.0,0.9999997444624275
2014-03-25,0.024859351295162924,97159.66864337957,48410.023042962755,0.49825224518467315,48749.62074106552,0.5017474989545192,0.0,0.0,0.0,0.0,0.9999997441391923
2014-03-26,0.024859351295162924,96675.99774435868,48039.38651128804,0.4969112047678998,48636.58637371935,0.5030885380912186,0.0,0.0,0.0,0.0,0.9999997428591183
2014-03-27,0.024859351295162924,96164.39713722655,47695.821837985655,0.49598212288404137,48468.5504398896,0.5040176186070714,0.0,0.0,0.0,0.0,0.9999997414911128
2014-03-28,0.024859351295162924,96638.66048578892,47931.27158988529,0.49598443675586507,48707.36403655233,0.5040153060039044,0.0,0.0,0.0,0.0,0.9999997427597695
2014-03-31,0.024859351295162924,98270.0910580448,48741.77298615857,0.49599804438329526,49528.29321253494,0.5040017026470471,0.0,0.0,0.0,0.0,0.9999997470303423
