month,date,equity_jpy,return,year
2013-07,2013-07-31,300000.0,,2013
2013-08,2013-08-30,296507.18235299154,-0.011642725490028205,2013
2013-09,2013-09-30,299996.18580616487,0.011767011596433008,2013
2013-10,2013-10-31,308314.156237715,0.027726920624666196,2013
2013-11,2013-11-29,319205.86200838094,0.03532664832382282,2013
2013-12,2013-12-31,326575.6615492564,0.02308792042384855,2013
2014-01,2014-01-31,313555.55177273875,-0.039868585781166366,2014
2014-02,2014-02-28,324625.0824515506,0.03530325205925511,2014
2014-03,2014-03-31,324982.9644759961,0.0011024472346461422,2014
2014-04,2014-04-30,325956.88694047974,0.0029968415915400115,2014
2014-05,2014-05-30,329625.5507885695,0.011255058552450903,2014
2014-06,2014-06-30,335153.7143570693,0.01677104082275971,2014
2014-07,2014-07-31,336909.5735833728,0.00523896693095538,2014
2014-08,2014-08-29,352175.109980328,0.045310485643345944,2014
2014-09,2014-09-30,366418.66918405105,0.04044453682294202,2014
2014-10,2014-10-31,374076.0210600378,0.020897821317451548,2014
2014-11,2014-11-28,414221.55579038925,0.10731918773245352,2014
2014-12,2014-12-31,418020.1650254636,0.009170476963291208,2014
2015-01,2015-01-30,412476.8073157877,-0.013260981582881914,2015
2015-02,2015-02-27,431318.8497378493,0.045680246956615767,2015
2015-03,2015-03-31,427880.444495708,-0.007971840888083559,2015
2015-04,2015-04-30,426211.61078119406,-0.0039002336656931424,2015
2015-05,2015-05-29,448828.2975484437,0.05306445482748812,2015
2015-06,2015-06-30,435648.42277114326,-0.029365070895241208,2015
2015-07,2015-07-31,450581.8398999205,0.03427859794323673,2015
2015-08,2015-08-31,421739.1357088153,-0.06401213195256938,2015
2015-09,2015-09-30,412008.53749294934,-0.0230725521820776,2015
2015-10,2015-10-30,427298.3305611949,0.03711037922001137,2015
2015-11,2015-11-30,430065.85976139683,0.006476807893368353,2015
2015-12,2015-12-31,417337.0704657959,-0.029597302382158186,2015
2016-01,2016-01-29,404251.7138888716,-0.031354407511222426,2016
2016-02,2016-02-29,395239.9607813454,-0.022292430181269585,2016
2016-03,2016-03-31,401546.7714697416,0.01595691558092538,2016
2016-04,2016-04-29,392864.66006356524,-0.02162166906335239,2016
2016-05,2016-05-31,399442.35692774825,0.016742908010913382,2016
2016-06,2016-06-30,387716.32468627667,-0.029356006037167925,2016
2016-07,2016-07-29,397675.121453232,0.025685781415094144,2016
2016-08,2016-08-31,386606.6579055279,-0.027832929319934308,2016
2016-09,2016-09-30,382068.78261534544,-0.011737706005289117,2016
2016-10,2016-10-31,384721.2722111151,0.006942439991073801,2016
2016-11,2016-11-30,402682.1905297849,0.046685534739066226,2016
2016-12,2016-12-30,414748.13813244493,0.029963946472987946,2016
2017-01,2017-01-31,412486.5669691694,-0.005452878398584438,2017
2017-02,2017-02-28,424477.0653929394,0.02906882159065849,2017
2017-03,2017-03-31,422112.42174392875,-0.005570721817023672,2017
2017-04,2017-04-28,425818.978978288,0.008780971711388919,2017
2017-05,2017-05-31,431695.5814572738,0.013800705861176432,2017
2017-06,2017-06-30,434352.7048420557,0.0061550858959738,2017
2017-07,2017-07-31,437286.50786028244,0.006754425575163703,2017
2017-08,2017-08-31,442277.54702832014,0.011413659187564873,2017
2017-09,2017-09-29,452941.1983731615,0.02411076803805856,2017
2017-10,2017-10-31,465093.5014043072,0.026829758641504498,2017
2017-11,2017-11-30,471881.9700016994,0.01459592227561779,2017
2017-12,2017-12-29,479860.84324247896,0.016908620689090492,2017
2018-01,2018-01-31,483231.2286660357,0.007023672531358605,2018
2018-02,2018-02-28,464208.47867582913,-0.039365729824041074,2018
2018-03,2018-03-29,454744.1200393514,-0.02038816409272648,2018
2018-04,2018-04-30,460479.88442545885,0.012613168886298265,2018
2018-05,2018-05-31,469013.45065244683,0.018531897951710397,2018
2018-06,2018-06-29,478182.58098420565,0.019549823824889456,2018
2018-07,2018-07-31,491729.5321666793,0.0283300808544531,2018
2018-08,2018-08-31,506429.772676507,0.02989497182537515,2018
2018-09,2018-09-28,518844.6634566721,0.024514535775714386,2018
2018-10,2018-10-31,489427.8753025796,-0.05669671527140807,2018
2018-11,2018-11-30,497593.6874703119,0.016684403524592772,2018
2018-12,2018-12-31,456896.4009358076,-0.08178818895674278,2018
2019-01,2019-01-31,463465.9175600366,0.014378569432311972,2019
2019-02,2019-02-28,476814.314275289,0.02880124774983761,2019
2019-03,2019-03-29,484087.7377139044,0.015254205297234646,2019
2019-04,2019-04-30,502256.8618078249,0.0375327088013504,2019
2019-05,2019-05-31,472376.1135347079,-0.05949296175977392,2019
2019-06,2019-06-28,487523.2984582727,0.032065941713735446,2019
2019-07,2019-07-31,494298.73751843977,0.013897672340159817,2019
2019-08,2019-08-30,497675.7183395637,0.006831862120622922,2019
2019-09,2019-09-30,502413.29875488224,0.00951941242205856,2019
2019-10,2019-10-31,512542.1611743081,0.020160418612580333,2019
2019-11,2019-11-29,521014.6889296054,0.016530401588594312,2019
2019-12,2019-12-31,530809.5938889997,0.01879967142484462,2019
2020-01,2020-01-31,538859.0402228674,0.01516447032332846,2020
2020-02,2020-02-28,511217.0596513107,-0.05129723825385624,2020
2020-03,2020-03-31,472240.99343165394,-0.07624171667166468,2020
