month,spy_momentum,spy_jpy_price,spy_sma,spy_above_sma,spy_eligible,spy_rank,spy_weight,spy_holding_weight,spy_jpy_return,spy_approx_contribution,qqq_momentum,qqq_jpy_price,qqq_sma,qqq_above_sma,qqq_eligible,qqq_rank,qqq_weight,qqq_holding_weight,qqq_jpy_return,qqq_approx_contribution,gld_momentum,gld_jpy_price,gld_sma,gld_above_sma,gld_eligible,gld_rank,gld_weight,gld_holding_weight,gld_jpy_return,gld_approx_contribution,ief_momentum,ief_jpy_price,ief_sma,ief_above_sma,ief_eligible,ief_rank,ief_weight,ief_holding_weight,ief_jpy_return,ief_approx_contribution,jpy_cash_weight,strategy_return,portfolio_equity,usd_jpy,signal_date
2007-01,,14197.294038074278,,False,False,,0.0,0.0,,,,4484.492243532487,,False,False,,0.0,0.0,,,,7827.574061508178,,False,False,,0.0,0.0,,,,6012.973709165487,,False,False,,0.0,0.0,,,1.0,,100000.0,120.73999786376952,2007-01-31
2007-02,,13687.07010944189,,False,False,,0.0,0.0,-0.03593811097129296,-0.0,,4334.331802489151,,False,False,,0.0,0.0,-0.0334843796998191,-0.0,,7893.170623168946,,False,False,,0.0,0.0,0.00838019048370775,0.0,,6035.070150027455,,False,False,,0.0,0.0,0.0036747941918133797,0.0,1.0,0.0,100000.0,118.7300033569336,2007-02-28
2007-03,,13684.12558440838,,False,False,,0.0,0.0,-0.00021513187336397177,-0.0,,4323.74037203094,,False,False,,0.0,0.0,-0.0024436132121054,-0.0,,7744.829239501953,,False,False,,0.0,0.0,-0.018793637024843157,-0.0,,5979.966118736837,,False,False,,0.0,0.0,-0.009130636416938342,-0.0,1.0,0.0,100000.0,117.80999755859376,2007-03-30
2007-04,,14478.28886912644,,False,False,,0.0,0.0,0.05803536951041455,0.0,,4630.042495161325,,False,False,,0.0,0.0,0.07084193239533221,0.0,,8007.862440948486,,False,False,,0.0,0.0,0.03396242748709688,0.0,,6095.585313061831,,False,False,,0.0,0.0,0.019334422976532872,0.0,1.0,0.0,100000.0,119.36000061035156,2007-04-30
2007-05,,15269.13167540575,,False,False,,0.0,0.0,0.05462267077470084,0.0,,4874.56017875725,,False,False,,0.0,0.0,0.05281111001712402,0.0,,7979.495000000001,,False,False,,0.0,0.0,-0.0035424485819620655,-0.0,,6130.5582055655,,False,False,,0.0,0.0,0.00573741334219835,0.0,1.0,0.0,100000.0,121.75,2007-05-31
2007-06,,15154.817419574014,,False,False,,0.0,0.0,-0.007486624535163577,-0.0,,4955.0686265531795,,False,False,,0.0,0.0,0.016516043467219133,0.0,,7915.493435363769,,False,False,,0.0,0.0,-0.008020753774046097,-0.0,,6172.4127677429815,,False,False,,0.0,0.0,0.006827202478802752,0.0,1.0,0.0,100000.0,123.16000366210938,2007-06-29
2007-07,,14115.321437102457,,False,False,,0.0,0.0,-0.06859178528465415,-0.0,,4757.231268078356,,False,False,,0.0,0.0,-0.039926260034957806,-0.0,,7790.851679534914,,False,False,,0.0,0.0,-0.015746555391227712,-0.0,,6069.564835626999,,False,False,,0.0,0.0,-0.016662516909670244,-0.0,1.0,0.0,100000.0,118.41999816894533,2007-07-31
2007-08,,13976.534899382803,,False,False,,0.0,0.0,-0.009832332783782705,-0.0,,4784.279106690773,,False,False,,0.0,0.0,0.005685626173760117,0.0,,7701.020176696777,,False,False,,0.0,0.0,-0.011530382881515755,-0.0,,6068.760202356099,,False,False,,0.0,0.0,-0.00013256852718290801,-0.0,1.0,0.0,100000.0,115.7699966430664,2007-08-31
2007-09,,14320.527244598994,,False,False,,0.0,0.0,0.024612133672086367,0.0,,4995.163652097691,,False,False,,0.0,0.0,0.04407864606226619,0.0,,8434.537242965698,,False,False,,0.0,0.0,0.09524933702790928,0.0,,6020.077082048622,,False,False,,0.0,0.0,-0.008021921889182049,-0.0,1.0,0.0,100000.0,114.73999786376952,2007-09-28
2007-10,,14597.035197712119,14348.014647482714,True,False,,0.0,0.0,0.019308503687768264,0.0,,5383.127386685357,4752.203713207651,True,False,,0.0,0.0,0.07766787268816366,0.0,,9071.96175201416,8036.679565170288,True,False,,0.0,0.0,0.07557314535306214,0.0,,6119.735908749541,6070.470429308136,True,False,,0.0,0.0,0.01655441040748351,0.0,1.0,0.0,100000.0,115.38999938964844,2007-10-31
2007-11,,13590.238854397081,14287.309129114994,False,False,,0.0,0.0,-0.06897265983662482,-0.0,,4855.807660663351,4789.3352549207375,True,False,,0.0,0.0,-0.09795787618295637,-0.0,,8641.28336517334,8118.050495536804,True,False,,0.0,0.0,-0.04747356730700514,-0.0,,6168.352499133038,6086.00830830489,True,False,,0.0,0.0,0.007944230128295038,0.0,1.0,0.0,100000.0,111.76000213623048,2007-11-30
2007-12,,13353.108267577947,14253.912944928597,False,False,,0.0,0.0,-0.017448595963595714,-0.0,,4847.538730679503,4840.655947739772,True,False,,0.0,0.0,-0.0017028948759306717,-0.0,,9206.659125823973,8249.399345802307,True,False,,0.0,0.0,0.06542729091945376,0.0,,6165.44749645802,6099.046042947947,True,False,,0.0,0.0,-0.0004709527666302282,-0.0,1.0,0.0,100000.0,111.6500015258789,2007-12-31
2008-01,-0.15905826805380052,11939.097037327636,14079.410090220525,False,False,,0.0,0.0,-0.10589378906509772,-0.0,-0.09568506041154712,4055.3933322949665,4813.821243766175,False,False,,0.0,0.0,-0.16341187608695962,-0.0,0.24065786838704772,9711.341349792481,8446.05055683136,True,True,1,0.5,0.0,0.054817085880035865,0.0,0.008686059890536724,6065.202758923521,6107.569706966615,False,False,,0.0,0.0,-0.01625911786485712,-0.0,0.5,0.0,100000.0,106.2509994506836,2008-01-31
2008-02,-0.1700940156998424,11358.981391361636,13767.479342444043,False,False,,0.0,0.0,-0.048589574584431805,-0.0,-0.13118994742255907,3765.711041208674,4727.3880983709105,False,False,,0.0,0.0,-0.07143136740385181,-0.0,0.2644599684484108,9980.598277130128,8643.324140449524,True,True,1,0.5,0.5014212222292801,0.027726028530899116,0.013902419113527326,-0.006254986815388053,5997.320865809092,6097.743262241342,False,False,,0.0,0.0,-0.01119202371504524,-0.0,0.5,0.010992443884055625,101099.24438840555,103.7699966430664,2008-02-29
2008-03,-0.2127921078680065,10772.251656971604,13317.79134060063,False,False,,0.0,0.0,-0.051653375789155964,-0.0,-0.14596493592583348,3692.625885667505,4609.194669061935,False,False,,0.0,0.0,-0.01940806257872385,-0.0,0.16560844440591116,9027.438362045288,8748.118476654054,True,True,1,0.5,0.48593317138379044,-0.09550128044617745,-0.046407240078423784,-0.02201539505553385,5848.314802214139,6069.518921906205,False,False,,0.0,0.0,-0.02484543797622052,-0.0,0.5,-0.04730913867372477,96316.32621582568,99.8499984741211,2008-03-31
2008-04,-0.18806525669414687,11755.425756462166,12977.852174289445,False,False,,0.0,0.0,0.09126913581287055,0.0,-0.10218709088878253,4156.911921889349,4529.378998595553,False,False,,0.0,0.0,0.12573329944523115,0.0,0.12472723965601307,9006.661018753053,8857.23523499298,True,True,1,0.5,0.5128914655281122,-0.0023015768658792846,-0.0011804591317664255,-0.02549711077020489,5940.165499125459,6046.294195044453,False,False,,0.0,0.0,0.015705498082378533,0.0,0.5,-0.00021194052812589792,96295.91288278035,103.94300079345705,2008-04-30
2008-05,-0.20728237595266819,12104.1097829935,12776.731008878549,False,False,,0.0,0.0,0.029661539594995734,0.0,-0.0821749438178796,4473.993469931,4501.055218780817,False,False,,0.0,0.0,0.07627814926074605,0.0,0.15621038674753218,9225.975,9000.747567039489,True,True,1,0.5,0.5106917874581763,0.024350198235539855,0.01243544626186878,-0.034107993055048746,5921.4571688665,6031.483428368403,False,False,,0.0,0.0,-0.003149462798925917,-0.0,0.5,0.01230731187502121,97481.0567149186,105.5,2008-05-30
2008-06,-0.2666036075199286,11114.488424209727,12490.526361361242,False,False,,0.0,0.0,-0.08175911954914772,-0.0,-0.18060599909912645,4060.1535066498063,4428.64265877672,False,False,,0.0,0.0,-0.09249900923247789,-0.0,0.22536495421802472,9699.3682510376,9200.582374473572,True,True,1,0.5,0.5041970075660183,0.05131091847068725,0.025870811548384446,-0.023904977841132657,6024.861377303761,6027.093545863169,False,False,,0.0,0.0,0.017462628790246848,0.0,0.5,0.025632988010414248,99979.78747293461,106.12000274658205,2008-06-30
2008-07,-0.20761395930062998,11184.783666744557,12176.952003575798,False,False,,0.0,0.0,0.006324649399221283,0.0,-0.12726524584903987,4151.801061185624,4344.3063996855135,False,False,,0.0,0.0,0.022572435841579752,0.0,0.24652926015630028,9711.524580078127,9328.281108184816,True,True,1,0.5,0.5023164417238006,0.0012533114246102706,0.0006295589351820185,0.015742904951042025,6165.117417928463,6041.597579451153,True,True,2,0.5,0.0,0.02327954650592612,0.0,0.0,0.0007853531391111002,100058.30691287413,107.80999755859376,2008-07-31
2008-08,-0.18062854919342386,11451.97367775603,11862.445851580189,False,False,,0.0,0.0,0.02388870620769379,0.0,-0.11135590964355291,4251.521354776577,4231.145796494636,True,False,,0.0,0.0,0.024018562575942815,0.0,0.15429264835670442,8889.230974807739,9310.008030464172,False,False,,0.0,0.47689597693833763,-0.08467193780853022,-0.04037970650046119,0.040842236043318936,6316.621939031027,6061.286182479302,True,True,1,0.5,0.5231040230616624,0.024574474552906622,0.0128550065032519,0.5,-0.0293546941524625,97121.12591603349,108.79000091552734,2008-08-29
2008-09,-0.29725030139657527,10063.746204984076,11509.796586638888,False,False,,0.0,0.0,-0.12122167862369482,-0.0,-0.30182973489465914,3487.4747312296076,4094.312503551261,False,False,,0.0,0.0,-0.17971134560774682,-0.0,0.06981267781632972,9023.374874038696,9348.217181350708,False,False,,0.0,0.0,0.015090607906479647,0.0,0.02158767939511308,6150.036576029756,6059.454590168974,True,True,1,0.5,0.49969213145096086,-0.026372539722841926,-0.013178150585882014,0.5,-0.037745089614727,93455.28031484962,106.06999969482422,2008-09-30
2008-10,-0.465849729992157,7797.010292171915,10954.186789098285,False,False,,0.0,0.0,-0.22523778587436538,-0.0,-0.49384183809608784,2724.7138633392706,3882.0300168172384,False,False,,0.0,0.0,-0.21871437836093055,-0.0,-0.22588851605213878,7022.709774169921,9129.822246185304,False,False,,0.0,0.0,-0.22172026850230098,-0.0,-0.075424957368606,5658.15508872498,6008.72534939567,False,False,,0.0,0.4857302407917465,-0.07998025397473618,-0.038848828021733645,1.0,-0.03990693661069111,89725.76636739055,98.44000244140624,2008-10-31
2008-11,-0.48215542769647535,7037.631427058,10464.04022807132,False,False,,0.0,0.0,-0.09739359532157099,-0.0,-0.5196802606731792,2332.340269791,3709.7247105668416,False,False,,0.0,0.0,-0.1440054307454499,-0.0,-0.11244607127333195,7669.6050000000005,8925.648611206056,False,False,,0.0,0.0,0.09211476006162345,0.0,-0.04077350138126623,5916.8471699895,5993.889790502268,False,False,,0.0,5.705854077038146e-17,0.04572021749280375,2.6087288938438503e-18,1.0,-0.0001578418400164372,89711.60388733023,95.5,2008-11-28
2008-12,-0.4988922817902175,6691.345614974167,9997.276650432574,False,False,,0.0,0.0,-0.04920488031704062,-0.0,-0.5325758036556753,2265.8568954358548,3559.7392959895597,False,False,,0.0,0.0,-0.028505006416196244,-0.0,-0.1481124667665905,7843.038132019043,8711.892596694946,False,False,,0.0,0.0,0.022613046176307883,0.0,-0.041883446871480934,5907.217303801216,5984.87943430148,False,False,,0.0,5.85199919687812e-17,-0.0016275333655949575,-9.524323948354036e-20,1.0,0.0,89711.60388733023,90.6500015258789,2008-12-31
2009-01,-0.4898211643710443,6091.074624964928,9529.158947231906,False,False,,0.0,0.0,-0.08970856155836993,-0.0,-0.4589360916800044,2194.226966146365,3409.8994040374455,False,False,,0.0,0.0,-0.03161273310497881,-0.0,-0.15472344718853748,8208.769139328004,8630.025674423217,False,False,,0.0,0.0,0.046631292765984655,0.0,-0.07181179720097175,5629.649648416931,5963.01291892176,False,False,,0.0,5.73761345616774e-17,-0.04698788636159934,-2.69598329065193e-18,1.0,0.0,89711.60388733023,89.9000015258789,2009-01-30
2009-02,-0.480283274480388,5903.452613956676,8943.961632981358,False,False,,0.0,0.0,-0.03080277661338493,-0.0,-0.40158783443804724,2253.4472990502386,3219.5529417535345,False,False,,0.0,0.0,0.02698915555115966,0.0,-0.0939880953693657,9042.540854415895,8633.613657989503,True,False,,0.0,0.0,0.10157085684056,0.0,0.011781280960283969,6067.976987938162,5975.79406780303,True,True,1,0.5,5.765249584396927e-17,0.07786050054544513,4.488852184105642e-18,0.5,0.0,89711.60388733023,97.62000274658205,2009-02-27
2009-03,-0.4023870275624427,6437.6373325682025,8377.314387938828,False,False,,0.0,0.0,0.09048683093493981,0.0,-0.31545732771220913,2527.759991533904,3024.929593913825,False,False,,0.0,0.0,0.1217302452998481,0.0,-0.010238414058721834,8935.011710205079,8604.51732901001,True,False,,0.0,0.0,-0.0118914745249179,-0.0,0.08691513738656154,6356.621886728442,6019.3105395892235,True,True,1,0.5,0.5044327681386019,0.04756855528029269,0.02399513801639215,0.5,0.02020053954793477,91523.8266895649,98.97000122070312,2009-03-31
2009-04,-0.39966708046813915,7057.169064716965,7971.582451989551,False,False,,0.0,0.0,0.09623588595376953,0.0,-0.3121709812079828,2859.2446484379893,2904.838708092643,False,False,,0.0,0.0,0.1311377100730724,0.0,-0.043743680912516125,8612.676513061522,8495.848155212403,True,False,,0.0,0.0,-0.03607552039080186,-0.0,0.037663469983329145,6163.892744097778,6033.213676268626,True,True,1,0.5,0.49559234815404596,-0.030319428473958854,-0.015026076752097911,0.5,-0.015130248427303372,90139.04845473432,98.69000244140624,2009-04-30
2009-05,-0.40326543675724813,7222.940664796946,7575.3981517947905,False,False,,0.0,0.0,0.023489815613001674,0.0,-0.3616990569404307,2855.754251099312,2775.234027084012,True,False,,0.0,0.0,-0.001220741058511443,-0.0,-0.004943539370320216,9180.36602935791,8442.732300140382,True,False,,0.0,0.0,0.06591325187187302,0.0,-0.01444219625880061,5835.9383222956485,6000.295766705344,False,False,,0.0,0.49299770251742164,-0.05320573141318219,-0.02623030334745783,1.0,-0.026630479742481783,87738.60235085394,95.43000030517578,2009-05-29
2009-06,-0.34810914292489104,7245.433384809457,7154.744122500133,True,False,,0.0,0.0,0.0031140668401354876,0.0,-0.26852113112732223,2969.9164944936365,2647.073541055718,True,False,,0.0,0.0,0.039976214112393604,0.0,-0.09442960927591582,8783.460696868897,8432.155272346496,True,False,,0.0,0.0,-0.043234151146016364,-0.0,-0.027682319474325756,5858.079239868713,5954.4414967891125,False,False,,0.0,5.910574593817657e-17,0.0037938916332402872,2.242407949912742e-19,1.0,-0.005801103728632961,87229.62161761135,96.33100128173828,2009-06-30
2009-07,-0.3160968572537314,7649.3087006237365,6913.300372064099,True,False,,0.0,0.0,0.055742050801409926,0.0,-0.23651292805028523,3169.846435522331,2615.3107114849904,True,False,,0.0,0.0,0.06731837120652173,0.0,-0.09029278871962576,8834.64394302368,8413.282179244996,True,False,,0.0,0.0,0.005827230054439747,0.0,-0.058687217495172694,5803.303831139217,5919.768222300058,False,False,,0.0,5.859332716188439e-17,-0.009350404200186735,-5.478712923973993e-19,1.0,0.0,87229.62161761135,94.63999938964844,2009-07-31
2009-08,-0.32033324320948053,7783.525808410839,6911.951923687991,True,False,,0.0,0.0,0.017546305560417252,0.0,-0.2573733068176518,3157.293244691866,2658.5686496202497,True,False,,0.0,0.0,-0.003960188951044885,-0.0,-0.024205999246366683,8674.058256530763,8578.417027481079,True,False,,0.0,0.0,-0.018176814767925653,-0.0,-0.09153453118210553,5738.432911187219,5927.796004546283,False,False,,0.0,5.88657666550997e-17,-0.011178273934911886,-6.580176650593063e-19,1.0,0.0,87229.62161761135,92.87000274658205,2009-08-31
2009-09,-0.22869805096155704,7762.187062532452,6984.407487235437,True,False,,0.0,0.0,-0.0027415269639535778,-0.0,-0.07338161630819162,3231.5581986180027,2748.49044250295,True,False,,0.0,0.0,0.02352171565026251,0.0,-0.01548479415845494,8883.649771499633,8699.821504631043,True,False,,0.0,0.0,0.0241630282816081,0.0,-0.08686561367051171,5615.809874756839,5897.692275023017,False,False,,0.0,5.76233168030832e-17,-0.02136873225289837,-1.2313372282890245e-18,1.0,0.0,87229.62161761135,89.87000274658203,2009-09-30
2009-10,-0.021215544828237287,7631.592470792115,7078.432172817232,True,False,,0.0,0.0,-0.016824458195642822,-0.0,0.1518815895715584,3138.547736030901,2835.7595265624545,True,True,2,0.5,0.0,-0.02878192403493718,-0.0,0.31529389958532406,9236.927324523926,8839.210423881532,True,True,1,0.5,0.0,0.0397671635094925,0.0,-0.0064281450064431755,5621.783647345711,5869.148909377467,False,False,,0.0,5.73849044798349e-17,0.0010637419574555107,6.104273061977709e-20,0.0,0.0,87229.62161761135,90.08999633789062,2009-10-30
