signal_date,trade_date,asset,side,quantity,raw_open_usd,execution_price_usd,usdjpy,notional_jpy,commission_usd,commission_jpy,slippage_jpy,fx_cost_jpy,pre_trade_equity_jpy
2013-12-31,2014-01-02,QUAL,BUY,10.072726310538068,47.14054365886516,47.16411393069459,105.3000030517578,50000.00000000001,0.6270939989198575,66.033,24.999999999994852,50.00000000000001,100000.0
2013-12-31,2014-01-02,USMV,BUY,16.818422445748762,28.0741196476959,28.088156707519744,105.3000030517578,49718.70258501526,0.6235660005028855,65.66150175592624,24.85935129250331,49.71870258501526,100000.0
2014-06-30,2014-07-01,USMV,SELL,0.1397437057108056,29.91755863310669,29.90259985379014,101.44300079345705,424.1119349431319,0.01,1.0144300079345705,0.21205596747153094,0.42411193494313193,101237.14233499694
2014-06-30,2014-07-01,QUAL,BUY,0.08445177578111372,49.123176616407015,49.14773820471522,101.44300079345705,420.84029551272647,0.01,1.0144300079345705,0.210420147756354,0.4208402955127265,101237.14233499694
2014-12-31,2015-01-02,USMV,SELL,0.173516381249231,32.902543657591046,32.886092385762254,119.6729965209961,683.2287316499569,0.01,1.196729965209961,0.34161436582491267,0.6832287316499569,129979.6718083274
2014-12-31,2015-01-02,QUAL,BUY,0.1072146811282439,52.90373846470096,52.930190333933304,119.6729965209961,678.7921114789359,0.01,1.196729965209961,0.3393960557394146,0.6787921114789359,129979.6718083274
2015-06-30,2015-07-01,QUAL,SELL,0.089751901854031,54.28937441531242,54.26222972810477,122.66999816894533,597.7187177801534,0.01,1.2266999816894533,0.2988593588900347,0.5977187177801534,135519.65287480745
2015-06-30,2015-07-01,USMV,BUY,0.14584801529386304,33.17157978946036,33.188165579355086,122.66999816894533,593.4785645500527,0.01,1.2266999816894533,0.2967392822749621,0.5934785645500528,135519.65287480745
2015-12-31,2016-01-04,USMV,SELL,0.20823845149588294,34.18470675300734,34.167614399630835,120.28800201416016,856.2786105033301,0.01,1.2028800201416017,0.42813930525169414,0.8562786105033301,135225.68760528916
2015-12-31,2016-01-04,QUAL,BUY,0.12975183981604327,54.54470293795957,54.57197528942855,120.28800201416016,851.3113366259668,0.01,1.2028800201416017,0.42565566831298834,0.8513113366259668,135225.68760528916
2016-06-30,2016-07-01,USMV,SELL,0.6354709746017967,38.68256130318093,38.663220022529345,102.77799987792967,2526.452299761426,0.032431547423827756,3.3332495771672397,1.2632261498805533,2.526452299761426,125690.6874718634
2016-06-30,2016-07-01,QUAL,BUY,0.42917121671481373,56.95485951124812,56.983336941003735,102.77799987792967,2512.2423597346956,0.03228140262262181,3.317817994807223,1.2561211798670933,2.5122423597346955,125690.6874718634
2016-12-30,2017-01-03,QUAL,SELL,0.36452404259867044,60.5193131039443,60.48905344739233,116.79499816894533,2576.5846330981444,0.029105622870205853,3.3993911698317056,1.2882923165489497,2.576584633098144,146584.06958896646
2016-12-30,2017-01-03,USMV,BUY,0.5727147936413035,38.3029599819576,38.32211146194857,116.79499816894533,2562.093545273662,0.02897088500833416,3.383654461501114,1.2810467726365098,2.562093545273662,146584.06958896646
2017-06-30,2017-07-03,USMV,SELL,0.05053796888502348,41.87165333436754,41.85071750770035,112.00900268554688,237.02318175592515,0.01,1.1200900268554688,0.11851159087796495,0.23702318175592513,153170.57109727873
2017-06-30,2017-07-03,QUAL,BUY,0.03179062692389303,65.73666613309341,65.76953446615995,112.00900268554688,234.07751466559742,0.01,1.1200900268554688,0.11703875733279467,0.23407751466559742,153170.57109727873
2017-12-29,2018-01-02,QUAL,SELL,0.16170159497327632,73.96164791653347,73.9246670925752,112.66600036621094,1347.4534162404595,0.015778932281294008,1.7777491901826883,0.6737267081201005,1.3474534162404597,170644.56579262792
2017-12-29,2018-01-02,USMV,BUY,0.26054774650067225,45.6440273486906,45.66684936236494,112.66600036621094,1339.8746033287466,0.015705880992317796,1.7695187936321422,0.6699373016643091,1.3398746033287465,170644.56579262792
2018-06-29,2018-07-02,USMV,SELL,0.0464438831290704,46.13464283350783,46.11157551209108,110.48600006103516,236.73525429901198,0.01,1.1048600006103515,0.11836762714950556,0.23673525429901196,168652.9524138873
2018-06-29,2018-07-02,QUAL,BUY,0.028470961087646646,74.33147473048125,74.36864046784649,110.48600006103516,233.82025406242388,0.01,1.1048600006103515,0.11691012703121796,0.23382025406242388,168652.9524138873
2018-12-31,2019-01-02,USMV,SELL,0.574930037817108,45.5779530790148,45.555164102475295,109.62999725341795,2872.7591699497566,0.034572162530664904,3.790146083281513,1.4363795849745356,2.8727591699497568,159581.4700686411
2018-12-31,2019-01-02,QUAL,BUY,0.38132096602315235,68.3328457123943,68.36701213525049,109.62999725341795,2856.601073337622,0.03441210314721999,3.772598773514063,1.428300536668437,2.856601073337622,159581.4700686411
