month,date,equity_jpy,return,year
2022-07,2022-07-29,99385.06650532658,0.0,2022
2022-08,2022-08-31,99385.06650532658,0.0,2022
2022-09,2022-09-30,99385.06650532658,0.0,2022
2022-10,2022-10-31,99385.06650532658,0.0,2022
2022-11,2022-11-30,99385.06650532658,0.0,2022
2022-12,2022-12-30,99385.06650532658,0.0,2022
2023-01,2023-01-31,99385.06650532658,0.0,2023
2023-02,2023-02-28,99385.06650532658,0.0,2023
2023-03,2023-03-31,99385.06650532658,0.0,2023
2023-04,2023-04-28,99385.06650532658,0.0,2023
2023-05,2023-05-31,99385.06650532658,0.0,2023
2023-06,2023-06-30,99385.06650532658,0.0,2023
2023-07,2023-07-31,99385.06650532658,0.0,2023
2023-08,2023-08-31,99385.06650532658,0.0,2023
2023-09,2023-09-29,99385.06650532658,0.0,2023
2023-10,2023-10-31,99385.06650532658,0.0,2023
2023-11,2023-11-30,99385.06650532658,0.0,2023
2023-12,2023-12-29,99385.06650532658,0.0,2023
2024-01,2024-01-31,99385.06650532658,0.0,2024
2024-02,2024-02-29,99385.06650532658,0.0,2024
2024-03,2024-03-28,99385.06650532658,0.0,2024
2024-04,2024-04-30,99385.06650532658,0.0,2024
2024-05,2024-05-31,99385.06650532658,0.0,2024
2024-06,2024-06-28,99385.06650532658,0.0,2024
2024-07,2024-07-31,99385.06650532658,0.0,2024
2024-08,2024-08-30,100300.43531004728,0.009210325423202548,2024
2024-09,2024-09-30,100300.43531004728,0.0,2024
2024-10,2024-10-31,100300.43531004728,0.0,2024
2024-11,2024-11-29,100300.43531004728,0.0,2024
2024-12,2024-12-31,100300.43531004728,0.0,2024
2025-01,2025-01-31,100300.43531004728,0.0,2025
2025-02,2025-02-28,100300.43531004728,0.0,2025
2025-03,2025-03-31,100300.43531004728,0.0,2025
2025-04,2025-04-30,100300.43531004728,0.0,2025
2025-05,2025-05-30,100300.43531004728,0.0,2025
2025-06,2025-06-30,100300.43531004728,0.0,2025
2025-07,2025-07-31,100300.43531004728,0.0,2025
2025-08,2025-08-29,100300.43531004728,0.0,2025
2025-09,2025-09-30,100300.43531004728,0.0,2025
2025-10,2025-10-31,100300.43531004728,0.0,2025
2025-11,2025-11-28,100300.43531004728,0.0,2025
2025-12,2025-12-31,100300.43531004728,0.0,2025
2026-01,2026-01-30,100300.43531004728,0.0,2026
2026-02,2026-02-27,100300.43531004728,0.0,2026
2026-03,2026-03-31,100300.43531004728,0.0,2026
2026-04,2026-04-30,100300.43531004728,0.0,2026
2026-05,2026-05-29,100300.43531004728,0.0,2026
2026-06,2026-06-30,100300.43531004728,0.0,2026
2026-07,2026-07-31,100300.43531004728,0.0,2026
2026-08,2026-08-10,100300.43531004728,0.0,2026
