entry_date,exit_date,entry_signal_date,exit_signal_date,exit_reason,exit_conditions,holding_days,quantity,entry_notional_jpy,exit_notional_jpy,gross_pnl_jpy,net_pnl_jpy,gross_return,net_return,usd_asset_return,fx_contribution,commission_jpy,slippage_jpy,fx_cost_jpy,mfe,mae
2010-01-25,2010-02-01,2010-01-22,2010-01-29,TIME_EXIT,TIME_EXIT,5,6.158209861603679,49859.36368722199,49178.01496581541,-683.2705744911,-960.6345788982944,-0.013665411489822032,-0.0192126915779659,-0.018691588786497904,0.005026177296675982,130.7297895121655,49.518689326516125,99.0373786530374,0.0018582034691518867,-0.02761621639044176
2010-05-07,2010-05-11,2010-05-06,2010-05-10,RSI_EXIT,RSI_EXIT,2,5.900462520698058,49380.397398823894,51750.84394188663,2383.7900294075225,2085.2580069766555,0.04800379640361507,0.04210968028945716,0.02157315340774013,0.02643064299587472,133.49167407501946,50.565620670350825,101.13124134071052,0.041382717737143304,-0.02916084570787314
2018-02-06,2018-02-13,2018-02-05,2018-02-12,TIME_EXIT,"TIME_EXIT,RSI_EXIT",5,2.0079553177326663,50420.09377233931,50627.11179077392,208.7842210923991,-77.93496462146868,0.004105863415672095,-0.0015413647434128208,0.015503577748327446,-0.011397714332655129,133.3821747114173,50.52360278155453,101.04720556311322,0.047256628670842016,-0.027492485962792856
2020-02-26,2020-02-28,2020-02-25,2020-02-27,STOP_LOSS,STOP_LOSS,2,1.5869547648841913,50381.23589488917,46089.01517999113,-4341.072787412231,-4564.269655794866,-0.0851948277698652,-0.09033981667683277,-0.08110000636744419,-0.004094821402421012,127.34356428451383,48.23512553743345,96.47025107488031,0.012002751569420322,-0.09161212887718162
2020-06-12,2020-06-17,2020-06-11,2020-06-16,RSI_EXIT,RSI_EXIT,3,1.5910769009997328,48105.52008754089,49236.672797037616,1147.1091938056197,856.6484721230008,0.023513989817349312,0.01775760771153001,0.018913833376322575,0.004600156441026515,128.49094804685538,48.67109644228757,97.34219288457851,0.02349551930357796,-0.03778969586064018
2020-09-09,2020-09-15,2020-09-08,2020-09-14,RSI_EXIT,RSI_EXIT,4,1.46867849339311,48532.63956477773,48972.11011879176,446.94133252109896,164.50744995693094,0.009055154591941061,0.00338009094506897,0.01057621093101635,-0.0015210563390750664,128.70597953174607,48.75237484177428,97.50474968356949,0.014246246747513513,-0.019894585368197326
2020-10-29,2020-11-04,2020-10-28,2020-11-03,RSI_EXIT,RSI_EXIT,4,1.5384562380356575,48614.661932544324,50776.43517520246,2204.7501527539425,1881.4917755846254,0.044467515698406235,0.038593288108660584,0.04267229512728021,0.0017952205711260216,131.1948214118856,49.69554855386491,99.39109710774679,0.06379773314017867,-0.013677218166578298
2024-08-06,2024-08-09,2024-08-05,2024-08-08,RSI_EXIT,RSI_EXIT,3,0.6710630003727588,49552.76175967824,50750.98634322087,1225.5671013272076,915.3688047206961,0.024180783088413982,0.018420650846405318,0.02039597858367359,0.003784804504740391,132.40015666760166,50.151874051444125,100.3037481028991,0.028933551407225755,-0.0030985046734310906
