date,cash,shares,close_price,position_value,exposure_pct,equity,gross_cash,gross_shares,gross_position_value,gross_equity
2018-02-28,700.0,0.0,238.48185283,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-01,700.0,0.0,235.014143209,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-02,700.0,0.0,236.225646823,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-05,700.0,0.0,238.955919462,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-06,700.0,0.0,239.561671269,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-07,700.0,0.0,239.473881152,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-08,700.0,0.0,240.632710697,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-09,700.0,0.0,244.820299277,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-12,700.0,0.0,244.513033868,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-13,700.0,0.0,242.932811762,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-14,700.0,0.0,241.686192101,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-15,700.0,0.0,241.42282175,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-16,700.0,0.0,241.684399912,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-19,700.0,0.0,238.414344757,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-20,700.0,0.0,238.819796339,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-21,700.0,0.0,238.361459768,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-22,700.0,0.0,232.403084336,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-23,700.0,0.0,227.449523696,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-26,700.0,0.0,233.672324073,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-27,700.0,0.0,229.69713573,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-28,700.0,0.0,229.018445037,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-03-29,700.0,0.0,231.944747764,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-02,700.0,0.0,226.938302135,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-03,700.0,0.0,229.846976532,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-04,700.0,0.0,232.306128523,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-05,700.0,0.0,234.139474809,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-06,700.0,0.0,228.921489224,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-09,700.0,0.0,230.049702324,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-10,700.0,0.0,233.707580732,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-11,700.0,0.0,232.482411819,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-12,700.0,0.0,234.39508559,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-13,700.0,0.0,233.707580732,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-16,700.0,0.0,235.629068667,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-17,700.0,0.0,238.149919811,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-18,700.0,0.0,238.326203108,0.0,0.0,700.0,700.0,0.0,0.0,700.0
2018-04-19,700.0,0.0,237.004078382,0.0,0.0,700.0,700.0,0.0,0.0,700.0
