entry_date,exit_date,exit_reason,return_pct,mae_pct,mfe_pct,max_adverse_price,max_favorable_price
2024-07-25,2024-08-01,RSI_EXIT,0.017017272629789193,-0.007700361512053555,0.024460153777771776,525.022091654,542.038102092
2024-08-06,2024-08-13,RSI_EXIT,0.029583952913444,-0.0030985046734310906,0.043890827592858894,505.894856461,529.740403502
2024-09-09,2024-09-12,RSI_EXIT,0.015318893011752384,-0.00910648136924841,0.026568327880039933,527.474050813,546.464523344
2024-10-28,2024-10-31,RSI_EXIT,-0.01563945034042936,-0.02475896522619403,0.0007698269030222971,556.998271421,571.578762377
2024-11-01,2024-11-07,RSI_EXIT,0.03431546614531443,-0.0065003904969860304,0.043814016816569046,556.459341984,584.640452191
2024-11-18,2024-11-25,RSI_EXIT,0.01897191006895917,-0.004233682004529782,0.024461328750982947,572.274471287,588.765712065
2024-12-19,2024-12-27,RSI_EXIT,0.010166836159847956,-0.01485826971941262,0.021721419255515295,571.132627109,592.339579592
2025-01-03,2025-01-10,RSI_EXIT,-0.00643154819631441,-0.015776437688541978,0.02020373402125264,568.812348581,589.606370139
2025-01-14,2025-01-16,RSI_EXIT,0.013101741326155318,-0.01077936628976639,0.016587332317281378,568.615714807,584.346416695
2025-02-24,2025-02-28,STOP_LOSS,-0.030875327775733118,-0.03300733275198475,0.0011770965789921206,572.636875477,592.88032247
2025-02-28,2025-03-07,TIME_EXIT,-0.02857828302166659,-0.0345185355282871,0.019607690519042764,556.109806806,587.286091611
2025-05-27,2025-05-30,RSI_EXIT,0.0012288475181496921,-0.013529220851723367,0.01165995226892047,570.4046337,584.969708886
2025-08-04,2025-08-11,RSI_EXIT,0.01514194783114867,-0.0006435240351102545,0.020714889092621425,618.7243182,631.947797427
2025-08-21,2025-08-25,RSI_EXIT,0.008518191404108977,-0.004379748896030544,0.01555433385277838,626.86412628,639.415057573
2025-10-13,2025-10-20,RSI_EXIT,0.006426049537872751,-0.011816274561642581,0.01698942400423853,647.803099367,666.686653437
2025-11-05,2025-11-12,RSI_EXIT,0.010847572364733188,-0.020897563307547773,0.014278484035789907,655.772078198,679.331890537
2025-11-18,2025-11-25,TIME_EXIT,0.00620093777151396,-0.017475229942587434,0.020808288792851348,645.502162106,670.653786645
2025-12-18,2025-12-23,RSI_EXIT,0.008631922993249603,-0.004482410507564594,0.01813604549777237,669.354550519,684.562485178
2026-01-02,2026-01-07,RSI_EXIT,0.005782338519265769,-0.009085094472225386,0.011525562413479795,676.226778078,690.292040415
2026-01-21,2026-01-28,RSI_EXIT,0.0218750078655157,-0.002735077691026988,0.02625065014658179,674.545710656,694.151532485
2026-02-05,2026-02-12,RSI_EXIT,0.015827472183039686,-0.008059045049909619,0.023279002847134134,672.218078841,693.45523237
2026-02-17,2026-02-23,RSI_EXIT,0.00763203002947167,-0.006906991413641594,0.0140781933555858,672.208131696,686.412654057
2026-03-09,2026-03-16,TIME_EXIT,-0.0006579957080455546,-0.008044110418978123,0.02495309166580828,657.864349313,679.748067235
2026-06-08,2026-06-11,STOP_LOSS,-0.023202574171799804,-0.028426488434463493,0.004260030984139407,720.73367207,744.981219875
2026-06-11,2026-06-15,RSI_EXIT,0.027935451460234666,-0.006472667942005739,0.03779275629165246,722.54400935,754.736095133
2026-06-24,2026-07-01,RSI_EXIT,0.009689089996928702,-0.02577378149887455,0.018894228226284282,716.58,749.435
2026-07-20,2026-07-27,TIME_EXIT,-0.006500876371806998,-0.01635400274322707,0.003460468250601645,735.21,750.02
2026-07-29,2026-07-31,RSI_EXIT,0.002708611127736724,-0.015182193624190043,0.011555522021412967,729.1,748.895
