date,cash_jpy,equity_jpy,QUAL_value_jpy,QUAL_weight,VLUE_value_jpy,VLUE_weight,USMV_value_jpy,USMV_weight,SPY_value_jpy,SPY_weight,QQQ_value_jpy,QQQ_weight,market_weight
2013-09-11,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-12,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-13,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-16,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-17,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-18,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-19,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-20,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-23,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-24,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-25,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-26,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-27,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-30,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,0.016526022118341643,100476.9110444873,33482.645926750105,0.3332372141886934,33528.5752830669,0.33369432772691177,33465.673308648176,0.3330682936085771,0.0,0.0,0.0,0.0,0.9999998355241823
2013-10-02,0.016526022118341643,99974.9938104492,33373.5904409034,0.333819379915933,33416.366942492576,0.3342472519263108,33185.01990103112,0.3319332028561994,0.0,0.0,0.0,0.0,0.9999998346984432
2013-10-03,0.016526022118341643,98712.5052308038,32920.20190427882,0.3334957595018659,33086.41821064908,0.33517960194899676,32705.86858985379,0.33132447113344804,0.0,0.0,0.0,0.0,0.9999998325843107
2013-10-04,0.016526022118341643,98968.34385525234,33055.482347689234,0.33400056078573,33072.47622482485,0.33417227101623026,32840.36875671614,0.33182700121512915,0.0,0.0,0.0,0.0,0.9999998330170894
2013-10-07,0.016526022118341643,98667.77548973411,32813.013368937296,0.33256058734547356,33211.57833539735,0.3366000517448866,32643.16725937734,0.33083919341805473,0.0,0.0,0.0,0.0,0.999999832508415
2013-10-08,0.016526022118341643,97542.51116077631,32307.001659258163,0.3312094519076665,32819.78017079012,0.33646642658906223,32415.712804705898,0.3323239520794793,0.0,0.0,0.0,0.0,0.999999830576208
2013-10-09,0.016526022118341643,97069.96752292651,32203.66378699841,0.3317572325280976,32560.479288252736,0.3354330913993808,32305.807921653246,0.33280950582396235,0.0,0.0,0.0,0.0,0.9999998297514409
2013-10-10,0.016526022118341643,99319.6699377262,32863.749887345635,0.33088863372130944,33392.63477137845,0.33621371066089684,33063.26875298001,0.33289748922555623,0.0,0.0,0.0,0.0,0.9999998336077625
2013-10-11,0.016526022118341643,100761.43927075769,33389.831596618234,0.3313750958528478,33869.261337266085,0.3361331634640058,33502.32981085125,0.33249157667177226,0.0,0.0,0.0,0.0,0.9999998359886259
2013-10-14,0.016526022118341643,101458.34324691602,33689.37887088533,0.3320513404096944,34142.653132810745,0.33651893023443946,33626.294717197816,0.33142956647106436,0.0,0.0,0.0,0.0,0.9999998371151982
2013-10-15,0.016526022118341643,101362.54613180098,33594.02900770269,0.33142447866316044,34277.96420824682,0.3381718940216383,33490.53638982935,0.3304034642764582,0.0,0.0,0.0,0.0,0.9999998369612569
2013-10-16,0.016526022118341643,102465.62138338381,33998.179126678915,0.33180083883424516,34451.96569704653,0.3362295102680496,34015.46003363624,0.3319694896141264,0.0,0.0,0.0,0.0,0.9999998387164212
2013-10-17,0.016526022118341643,103361.31794103925,34266.744966316284,0.3315238780707419,34590.41255188427,0.3346552969807893,34504.14389681658,0.3338206650625227,0.0,0.0,0.0,0.0,0.9999998401140539
2013-10-18,0.016526022118341643,102775.23435040817,34264.43179425313,0.33339191110408833,34258.2814678357,0.3333320686093833,34252.50456229722,0.3332758594888204,0.0,0.0,0.0,0.0,0.9999998392022921
2013-10-21,0.016526022118341643,103210.53074135922,34307.690685927184,0.33240494394802267,34692.240498258725,0.33613082162319136,34210.58303115121,0.3314640743092518,0.0,0.0,0.0,0.0,0.9999998398804658
2013-10-22,0.016526022118341643,104187.06563885137,34532.19043063049,0.3314441213876882,35021.6404644359,0.33614192174135216,34633.21821776286,0.33241379825220957,0.0,0.0,0.0,0.0,0.99999984138125
2013-10-23,0.016526022118341643,103794.77738106393,34471.486711661244,0.3321119576672471,34771.415895192215,0.3350015942279561,34551.858248188364,0.3328862888865536,0.0,0.0,0.0,0.0,0.9999998407817567
2013-10-24,0.016526022118341643,103198.41459759566,34318.46086289207,0.3325483341649284,34549.408369288045,0.3347862319785384,34330.528839393446,0.3326652737182,0.0,0.0,0.0,0.0,0.9999998398616667
2013-10-25,0.016526022118341643,103503.12759634852,34390.543882803744,0.3322657457939175,34665.69044363046,0.3349240863408791,34446.876743892215,0.33281000819831713,0.0,0.0,0.0,0.0,0.9999998403331136
2013-10-28,0.016526022118341643,104031.46174523179,34618.518385072166,0.33276970066854683,34811.36234057229,0.3346234086936479,34601.564493565216,0.33260673178180306,0.0,0.0,0.0,0.0,0.9999998411439979
2013-10-29,0.016526022118341643,104649.61256384553,34857.588734975056,0.3330885598234665,34964.34453422128,0.3341086859054536,34827.66276862708,0.33280259635341813,0.0,0.0,0.0,0.0,0.9999998420823383
2013-10-30,0.016526022118341643,104823.6024836103,34990.519414582704,0.3338038245733221,35040.163271411475,0.33427741883694734,34792.90327159402,0.3319185989341863,0.0,0.0,0.0,0.0,0.9999998423444556
2013-10-31,0.016526022118341643,104972.88368943337,34977.26026223771,0.33320281422123627,35151.85741891773,0.33486607382260697,34843.7494822558,0.3319309545248131,0.0,0.0,0.0,0.0,0.9999998425686564
2013-11-01,0.016526022118341643,104770.9016184929,34937.43949652585,0.3334651029705285,34955.55866581625,0.333638043825389,34877.8869301287,0.3328966954692358,0.0,0.0,0.0,0.0,0.9999998422651533
2013-11-04,0.016526022118341643,105650.46709075029,35227.2160716141,0.3334317115830172,35323.458273191776,0.3343426607177239,35099.776219922285,0.33222547127759244,0.0,0.0,0.0,0.0,0.9999998435783335
2013-11-05,0.016526022118341643,105494.09377200776,35197.4269290352,0.3336435782376912,35300.19285152205,0.3346177173464544,34996.45746542841,0.3317385477623252,0.0,0.0,0.0,0.0,0.9999998433464707
2013-11-06,0.016526022118341643,105678.59263282124,35313.66602603413,0.33416101734748643,35238.99004684086,0.33345438436409,35125.92003392414,0.33238444190838773,0.0,0.0,0.0,0.0,0.9999998436199641
2013-11-07,0.016526022118341643,104836.06933944052,34929.35911329935,0.3331807395430318,35072.52718839234,0.3345463771140994,34834.16651172671,0.3322727257060724,0.0,0.0,0.0,0.0,0.9999998423632037
2013-11-08,0.016526022118341643,104847.67874190921,35060.882465111856,0.33439827076588857,34902.229395534305,0.33288509401766425,34884.55035524095,0.3327164775971055,0.0,0.0,0.0,0.0,0.9999998423806582
2013-11-11,0.016526022118341643,106482.39914975292,35547.093971138216,0.33383070117669017,35735.86521674146,0.33560349411815804,35199.42343585113,0.330565649505586,0.0,0.0,0.0,0.0,0.9999998448004342
2013-11-12,0.016526022118341643,106426.66820584549,35545.05448703873,0.33398635028477214,35713.89139687282,0.33557276572631856,35167.705795911825,0.3304407287080724,0.0,0.0,0.0,0.0,0.999999844719163
2013-11-13,0.016526022118341643,107546.3882784427,36048.92299880863,0.33519417598177503,35886.44703574861,0.3336834235924028,35611.00171786335,0.331122246761693,0.0,0.0,0.0,0.0,0.9999998463358707
2013-11-14,0.016526022118341643,107760.89251059946,36122.86219397746,0.3352130940306047,35917.52360953062,0.3333075921396785,35720.49018106927,0.3314791604714648,0.0,0.0,0.0,0.0,0.999999846641748
2013-11-15,0.016526022118341643,109119.52037510657,36662.05032806633,0.33598067698646195,36287.49224665237,0.3325481281617751,36169.96127436576,0.3314710434029475,0.0,0.0,0.0,0.0,0.9999998485511845
2013-11-18,0.016526022118341643,109333.66263692541,36482.91930815096,0.3336842325433039,36751.85735925157,0.3361440243824715,36098.86944350078,0.33017159192203865,0.0,0.0,0.0,0.0,0.999999848847814
2013-11-19,0.016526022118341643,108529.22176855241,36351.03233884637,0.3349423477519075,36326.971296709504,0.33472064670453266,35851.20160697443,0.3303368532710029,0.0,0.0,0.0,0.0,0.999999847727443
2013-11-20,0.016526022118341643,108595.14992941276,36339.86252781316,0.33463614674720005,36442.64983446895,0.33558266513888335,35812.621041108534,0.3297810359338043,0.0,0.0,0.0,0.0,0.9999998478198877
2013-11-21,0.016526022118341643,109173.12861650652,36663.35182252936,0.33582761882108425,36565.61498208072,0.33493237251196767,35944.145285874336,0.3292398572924998,0.0,0.0,0.0,0.0,0.9999998486255517
2013-11-22,0.016526022118341643,110831.72170858277,37198.55410809195,0.3356309325041488,37156.25909141712,0.33524931778209266,36476.891983051595,0.329119600604624,0.0,0.0,0.0,0.0,0.9999998508908654
2013-11-25,0.016526022118341643,110766.8379349288,37147.382427791534,0.33536555814308044,37183.87433360165,0.3356950060761482,36435.56464751349,0.3289392865842931,0.0,0.0,0.0,0.0,0.9999998508035217
2013-11-26,0.016526022118341643,110980.50340491574,37297.80763094678,0.3360753149124274,37307.932547726414,0.3361665464032659,36374.746700220436,0.3277579897750695,0.0,0.0,0.0,0.0,0.9999998510907627
2013-11-27,0.016526022118341643,110906.00125735364,37369.877747957136,0.33695090729347993,37182.426132901994,0.33526072269634377,36353.680850472396,0.3277882210009078,0.0,0.0,0.0,0.0,0.9999998509907316
2013-11-29,0.016526022118341643,112182.03370929565,37814.989297304455,0.3370859668607614,37706.18816717022,0.3361161045170623,36660.839718798845,0.32679778130783743,0.0,0.0,0.0,0.0,0.9999998526856612
2013-12-02,0.016526022118341643,112065.28415534596,37703.50061527529,0.33644228807745974,37772.17025681212,0.33705505269992425,36589.59675723644,0.32650251175480527,0.0,0.0,0.0,0.0,0.9999998525321893
2013-12-03,0.016526022118341643,111927.28442982899,37784.269531276186,0.33757872107550707,37482.596217827224,0.3348834594600241,36660.402154703464,0.327537671814839,0.0,0.0,0.0,0.0,0.9999998523503701
2013-12-04,0.016526022118341643,111300.43737498962,37536.495482408216,0.33725380032372687,37425.2392719031,0.3362541976884715,36338.686094656194,0.32649185350660515,0.0,0.0,0.0,0.0,0.9999998515188036
2013-12-05,0.016526022118341643,110936.35589158104,37460.35436674472,0.33767428239084235,37264.20416117071,0.3359061496268122,36211.780837643484,0.32641941901384913,0.0,0.0,0.0,0.0,0.9999998510315037
2013-12-06,0.016526022118341643,111285.27088527617,37496.33484100341,0.33693888277145256,37356.20742312468,0.3356797096862454,36432.71209512598,0.32738125904086995,0.0,0.0,0.0,0.0,0.9999998514985677
2013-12-09,0.016526022118341643,113067.68958610937,38125.147064940225,0.33718869824349884,38054.37858630815,0.3365628034463987,36888.147408838864,0.32624835214967246,0.0,0.0,0.0,0.0,0.99999985383957
2013-12-10,0.016526022118341643,112764.76797616301,37996.014729079034,0.33694934518120845,38000.23465733166,0.33698676758120416,36768.50206373021,0.32606374068452465,0.0,0.0,0.0,0.0,0.9999998534469373
2013-12-11,0.016526022118341643,111152.91850785544,37467.37914746626,0.3370795805493704,37407.57738792103,0.3365415671499201,36277.94544644605,0.32637870362245325,0.0,0.0,0.0,0.0,0.9999998513217436
2013-12-12,0.016526022118341643,110432.86485544435,37279.678243570066,0.3375777518075696,37185.937340040604,0.3367289021136658,35967.232745811576,0.32569319643108385,0.0,0.0,0.0,0.0,0.9999998503523192
2013-12-13,0.016526022118341643,111430.32070377684,37565.22877807337,0.3371185557110231,37514.685906201805,0.33666497295587766,36350.38949347957,0.32621632302497267,0.0,0.0,0.0,0.0,0.9999998516918734
2013-12-16,0.016526022118341643,111763.0086291884,37715.14845340008,0.33745645286387055,37676.78422329868,0.3371131887501719,36371.05942646754,0.3254302105193037,0.0,0.0,0.0,0.0,0.9999998521333462
2013-12-17,0.016526022118341643,111161.29609389353,37482.15541661853,0.3371871031888549,37529.789596569986,0.3376156172636748,36149.33455468289,0.3251971308804189,0.0,0.0,0.0,0.0,0.9999998513329487
2013-12-18,0.016526022118341643,112247.72097171706,37869.288332571436,0.33737244734005173,37744.61769459735,0.3362617732266281,36633.79841852616,0.3263656322051896,0.0,0.0,0.0,0.0,0.9999998527718695
2013-12-19,0.016526022118341643,114005.89002510195,38518.18392338937,0.33786135010137097,38329.043167240205,0.3362023063790903,37158.64640845027,0.325936198561922,0.0,0.0,0.0,0.0,0.9999998550423833
2013-12-20,0.016526022118341643,114861.05516931336,38798.742151741106,0.3377884879652986,38732.793376696805,0.33721432664537093,37329.50311485332,0.3249970415109541,0.0,0.0,0.0,0.0,0.9999998561216237
2013-12-23,0.016526022118341643,115001.7084982215,38919.47780974452,0.33842521400755027,38749.3116619204,0.33694553035722646,37332.90250053446,0.324629111932818,0.0,0.0,0.0,0.0,0.9999998562975948
2013-12-24,0.016526022118341643,115346.2968449416,39050.762668220406,0.3385523743403379,38803.69543427756,0.336410413647183,37491.822216421526,0.32503706873937405,0.0,0.0,0.0,0.0,0.9999998567268948
2013-12-26,0.016526022118341643,116398.42130202541,39432.96065764532,0.3387757343832563,39230.83374359959,0.33703922531565256,37734.610374758384,0.3241848983230306,0.0,0.0,0.0,0.0,0.9999998580219395
2013-12-27,0.016526022118341643,116778.56049800961,39503.74574589713,0.33827909487350155,39390.59949526181,0.33731019912626165,37884.19873082855,0.3244105644843452,0.0,0.0,0.0,0.0,0.9999998584841083
2013-12-30,0.016526022118341643,117374.73296101269,39669.853612901585,0.33797609257248207,39542.91123478466,0.33689457890327446,38161.95158730432,0.32512918772714255,0.0,0.0,0.0,0.0,0.999999859202899
2013-12-31,0.016526022118341643,117282.82917609921,39678.89267925858,0.33831800407612134,39517.45292562974,0.33694150459394706,38086.46704518877,0.32474035042250093,0.0,0.0,0.0,0.0,0.9999998590925693
2014-01-02,0.0005465524204737449,116819.40721909207,38927.65135303677,0.3332293176255283,38953.77158864375,0.3334529126276669,38937.983730859145,0.3333177650681951,0.0,0.0,0.0,0.0,0.9999999953213903
2014-01-03,0.0005465524204737449,116141.98243733423,38670.20980466045,0.33295634354722176,38726.33577480767,0.3334395966222026,38745.436311313686,0.3336040551246767,0.0,0.0,0.0,0.0,0.9999999952941012
2014-01-06,0.0005465524204737449,115982.63402426473,38547.292146153326,0.3323539982553668,38748.98171998991,0.3340929618125696,38686.35961156908,0.3335530352196994,0.0,0.0,0.0,0.0,0.9999999952876357
2014-01-07,0.0005465524204737449,115949.49326086076,38598.30604873654,0.3328889584872861,38704.4861512168,0.3338047029161244,38646.700514355005,0.3333063338828783,0.0,0.0,0.0,0.0,0.9999999952862889
2014-01-08,0.0005465524204737449,116483.23593742609,38770.44543550808,0.33284141811045903,38890.93284248049,0.33387579362383446,38821.857112885096,0.33328278357359425,0.0,0.0,0.0,0.0,0.9999999953078877
2014-01-09,0.0005465524204737449,116579.38863062048,38798.612116030694,0.33280850561811864,38854.83465195856,0.3332907738525662,38925.94131607881,0.3339007158410729,0.0,0.0,0.0,0.0,0.9999999953117578
2014-01-10,0.0005465524204737449,116958.53203534393,38876.29946669345,0.3323938731972571,38974.05434432578,0.3332296812048576,39108.1776777723,0.334376440924841,0.0,0.0,0.0,0.0,0.9999999953269556
2014-01-13,0.0005465524204737449,114781.62184680361,38015.393085049625,0.33119755996990435,38380.301425193975,0.33437671299347277,38385.926790007594,0.334425722274951,0.0,0.0,0.0,0.0,0.9999999952383282
2014-01-14,0.0005465524204737449,114646.73594089203,38145.55126085776,0.33272252321709633,38195.11963736253,0.3331548807203254,38306.064496119325,0.33412259129530414,0.0,0.0,0.0,0.0,0.9999999952327259
2014-01-15,0.0005465524204737449,116344.75289278163,38730.96373246481,0.3328982422452486,38836.14694922857,0.33380230722582144,38777.64166453583,0.3332994458312328,0.0,0.0,0.0,0.0,0.9999999953023029
2014-01-16,0.0005465524204737449,116635.76978235939,38897.36563535892,0.33349431060420676,38792.84745734462,0.33259820319042344,38945.556143103444,0.33390748151939387,0.0,0.0,0.0,0.0,0.9999999953140241
2014-01-17,0.0005465524204737449,116085.34645102706,38691.636897313234,0.33330336756703466,38605.77585451109,0.33256373034815134,38787.933152650316,0.3341328973766193,0.0,0.0,0.0,0.0,0.9999999952918053
2014-01-21,0.0005465524204737449,116221.51661102631,38816.72581839075,0.33398915235552934,38631.94305093518,0.33239923361376994,38772.847195147966,0.3336116093280223,0.0,0.0,0.0,0.0,0.9999999952973216
2014-01-22,0.0005465524204737449,116181.73469060884,38719.84908729401,0.33326967608466773,38689.78147493564,0.3330108779832412,38772.10358182676,0.3337194412278024,0.0,0.0,0.0,0.0,0.9999999952957114
2014-01-23,0.0005465524204737449,115638.46671318544,38583.390872911645,0.333655330873669,38404.83002375431,0.332111200670004,38650.24526996707,0.3342334637299377,0.0,0.0,0.0,0.0,0.9999999952736107
2014-01-24,0.0005465524204737449,112111.97195241923,37326.93584575648,0.3329433529328891,37210.90290440606,0.3319083792424819,37574.132655704285,0.3351482629495706,0.0,0.0,0.0,0.0,0.9999999951249415
2014-01-27,0.0005465524204737449,110038.65176308794,36554.4484580313,0.33219644072641535,36550.86609757541,0.33216388525251145,36933.33666092881,0.33563966905416015,0.0,0.0,0.0,0.0,0.9999999950330869
2014-01-28,0.0005465524204737449,110970.27710894262,36840.95911578214,0.3319894306437961,36769.70569334867,0.3313473359830472,37359.61175325941,0.3366632284479423,0.0,0.0,0.0,0.0,0.9999999950747855
2014-01-29,0.0005465524204737449,110941.02724759773,36725.85112397938,0.33103940025735273,36973.86034203215,0.33327490522973113,37241.315235033784,0.33568568958640316,0.0,0.0,0.0,0.0,0.999999995073487
2014-01-30,0.0005465524204737449,110667.06705074469,36664.22662407447,0.3313020540000636,36774.60052449958,0.332299404913633,37228.23935561823,0.33639853614759474,0.0,0.0,0.0,0.0,0.9999999950612912
2014-01-31,0.0005465524204737449,110715.30352512003,36659.12365864507,0.33111162135167277,36855.80634877928,0.33288809383444556,37200.37297114327,0.33600027987732456,0.0,0.0,0.0,0.0,0.999999995063443
2014-02-03,0.0005465524204737449,108046.52277104497,35602.177415999446,0.3295078499790495,36244.261833395416,0.33545051616513843,36200.08297509769,0.3350416287973206,0.0,0.0,0.0,0.0,0.9999999949415085
2014-02-04,0.0005465524204737449,107205.52841274603,35509.56075500793,0.33122882075908017,35644.41957454898,0.33248676726181864,36051.54753663672,0.3362844068809275,0.0,0.0,0.0,0.0,0.9999999949018262
2014-02-05,0.0005465524204737449,107532.05961198258,35601.1020893559,0.33107430674924765,35716.52416469543,0.3321476803622521,36214.432811378836,0.3367780078058076,0.0,0.0,0.0,0.0,0.9999999949173073
2014-02-06,0.0005465524204737449,108511.25585478095,35957.54890751882,0.331371604026409,36119.87880132966,0.3328675768868473,36433.82759938005,0.33576081404991676,0.0,0.0,0.0,0.0,0.999999994963173
2014-02-07,0.0005465524204737449,110252.20603527516,36725.305809225276,0.33310268456193093,36425.8365077122,0.3303864640681908,37101.063171785274,0.33651084641258605,0.0,0.0,0.0,0.0,0.9999999950427076
2014-02-10,0.0005465524204737449,111255.34426361264,36980.9190495957,0.33239678771719683,36899.958759530055,0.3316690897301786,37374.46590793448,0.33593411764002995,0.0,0.0,0.0,0.0,0.9999999950874053
2014-02-11,0.0005465524204737449,112091.18892823963,37236.87827677853,0.3322016532505284,37224.93992088041,0.3320951475027326,37629.37018402828,0.33570319437077667,0.0,0.0,0.0,0.0,0.9999999951240377
2014-02-12,0.0005465524204737449,112577.7523909733,37459.024357301394,0.33273913861070237,37346.7753975874,0.33174205919376604,37771.9520895321,0.3355187973406433,0.0,0.0,0.0,0.0,0.9999999951451117
2014-02-13,0.0005465524204737449,113268.6923433973,37683.427966097326,0.33269058895685205,37584.21922656512,0.33181471816255137,38001.04460418245,0.3354946880553232,0.0,0.0,0.0,0.0,0.9999999951747265
2014-02-14,0.0005465524204737449,113470.69539832571,37741.676654074865,0.3326116626111005,37627.97223881664,0.33160960287348207,38101.04595888178,0.33577872969873396,0.0,0.0,0.0,0.0,0.9999999951833166
2014-02-18,0.0005465524204737449,113700.09856511604,37829.60451534237,0.3327139113575821,37709.0836280662,0.3316539220629629,38161.40987515506,0.3356321617724898,0.0,0.0,0.0,0.0,0.9999999951930348
2014-02-19,0.0005465524204737449,113501.44600460358,37653.260904393035,0.3317425656662192,37725.7435631272,0.33238117126364236,38122.44099053093,0.33587625825476,0.0,0.0,0.0,0.0,0.9999999951846216
2014-02-20,0.0005465524204737449,114123.80030934516,37928.64172413116,0.3323464660423276,37833.0327855318,0.33150870092812534,38362.12525312978,0.3361448282404284,0.0,0.0,0.0,0.0,0.9999999952108813
2014-02-21,0.0005465524204737449,113930.67703885969,37848.12839139475,0.33220313768946913,37763.09838145924,0.33145680656825144,38319.449719453296,0.3363400509450429,0.0,0.0,0.0,0.0,0.9999999952027634
2014-02-24,0.0005465524204737449,114417.7846502352,38131.85008227684,0.3332685578456395,37837.288458470386,0.330694118699602,38448.64556293557,0.336037318677945,0.0,0.0,0.0,0.0,0.9999999952231865
2014-02-25,0.0005465524204737449,114457.55019763968,38073.051801154186,0.3326390590695984,37947.47851929896,0.3315419424386868,38437.01933063411,0.3358189937165609,0.0,0.0,0.0,0.0,0.9999999952248461
2014-02-26,0.0005465524204737449,114225.34980249654,38077.57467387995,0.33335485283887234,37824.54385385188,0.33113966312428117,38323.23072821229,0.33550547925198554,0.0,0.0,0.0,0.0,0.999999995215139
2014-02-27,0.0005465524204737449,114632.96499467755,38234.221179518696,0.3335360049466916,37879.71698594539,0.33044348968644544,38519.02628266105,0.33602050059901617,0.0,0.0,0.0,0.0,0.9999999952321532
2014-02-28,0.0005465524204737449,114875.7474158738,38210.671486593674,0.332626096858053,38077.60951884511,0.33146778476222954,38587.4658638826,0.3359061136219471,0.0,0.0,0.0,0.0,0.9999999952422297
2014-03-03,0.0005465524204737449,113071.23219841678,37549.021476126676,0.33208288922009677,37505.32656797884,0.33169645221664074,38016.88360775886,0.3362206537295626,0.0,0.0,0.0,0.0,0.9999999951663
