year,net_return
2013,0.17282829176099224
2014,0.2916301082573576
2015,0.03261513856014098
2016,0.07512099716127563
2017,0.17509673373222
2018,-0.07341642848599594
2019,0.279310746416749
2020,0.019391639289634055
2021,0.4036862036657207
2022,-0.015353642294706149
2023,0.25836769166460516
2024,0.2766116451736651
2025,0.17037001707719956
2026,0.2349035005582416
