month,date,equity_jpy,return,year
2019-05,2019-05-31,192360.50788514927,-0.0202897689847904,2019
2019-06,2019-06-28,198391.8768023998,0.031354507136421406,2019
2019-07,2019-07-31,200756.06695240072,0.011916768912648923,2019
2019-08,2019-08-30,203717.64079820266,0.014752101347473179,2019
2019-09,2019-09-30,204725.70684810606,0.004948349322884349,2019
2019-10,2019-10-31,209232.54858590406,0.0220140489789189,2019
2019-11,2019-11-29,210196.580978065,0.004607468573490703,2019
2019-12,2019-12-31,211888.58758906406,0.008049639071796344,2019
2020-01,2020-01-31,217790.20345666638,0.0278524479999267,2020
2020-02,2020-02-28,217085.7856166957,-0.0032343871707288807,2020
2020-03,2020-03-31,209890.78549077583,-0.033143580108114246,2020
2020-04,2020-04-30,217426.13276974892,0.03590127723498493,2020
2020-05,2020-05-29,223796.52263209806,0.029299099336395296,2020
2020-06,2020-06-30,226674.67931222165,0.01286059607304546,2020
2020-07,2020-07-31,232438.7440579103,0.02542879850179136,2020
2020-08,2020-08-31,236077.428193682,0.015654378750494136,2020
2020-09,2020-09-30,231636.45108524864,-0.018811527821244733,2020
2020-10,2020-10-30,225901.4130302083,-0.024758789163669692,2020
2020-11,2020-11-30,228074.8000343598,0.009620953561104484,2020
2020-12,2020-12-31,232382.2579551655,0.018886163312022086,2020
2021-01,2021-01-29,231115.44584289368,-0.005451414937693855,2021
2021-02,2021-02-26,230673.32773480925,-0.0019129751647363191,2021
2021-03,2021-03-31,238625.1139198893,0.03447206603019892,2021
2021-04,2021-04-30,242321.39055668018,0.015489889459127992,2021
2021-05,2021-05-28,250604.39490343755,0.034181895076323965,2021
2021-06,2021-06-30,249686.13231558818,-0.0036641918758176795,2021
2021-07,2021-07-30,252694.72537464843,0.01204950003093308,2021
2021-08,2021-08-31,255390.2204615532,0.010667001786081487,2021
2021-09,2021-09-30,252550.6720971925,-0.0111184694512928,2021
2021-10,2021-10-29,261605.79768656456,0.0358546881470474,2021
2021-11,2021-11-30,262262.65533322596,0.0025108680788810123,2021
2021-12,2021-12-31,270209.5121432122,0.030301137612936513,2021
2022-01,2022-01-31,263074.11489911244,-0.02640690620957109,2022
2022-02,2022-02-28,266055.1227400869,0.011331437310423631,2022
2022-03,2022-03-31,279036.9449171846,0.04879373132679654,2022
2022-04,2022-04-29,285860.92704398604,0.02445547892888067,2022
2022-05,2022-05-31,276978.3229265046,-0.031073166274713238,2022
2022-06,2022-06-30,288201.5631207729,0.04052028359362381,2022
2022-07,2022-07-29,290344.08188241435,0.007434098338819917,2022
2022-08,2022-08-31,288860.58702562464,-0.005109437213845158,2022
2022-09,2022-09-30,285019.0682845059,-0.013298867736421083,2022
2022-10,2022-10-31,293951.08232799225,0.031338303423862124,2022
2022-11,2022-11-30,292036.9229277875,-0.006511829740667108,2022
2022-12,2022-12-30,277068.4120061363,-0.051255542523821584,2022
2023-01,2023-01-31,285697.3924971151,0.03114386237139044,2023
2023-02,2023-02-28,287000.52514090855,0.00456123394198138,2023
2023-03,2023-03-31,294523.3300286504,0.0262118157590423,2023
2023-04,2023-04-28,299015.2644330457,0.015251540188542467,2023
2023-05,2023-05-31,309806.47085875325,0.03608914898096738,2023
2023-06,2023-06-30,323448.9624299747,0.044035528158614,2023
2023-07,2023-07-31,319003.1210948731,-0.013745109279996837,2023
2023-08,2023-08-31,327206.1715334643,0.025714640065078065,2023
2023-09,2023-09-29,320628.3452609076,-0.020103001852713964,2023
2023-10,2023-10-31,322956.1722299267,0.007260203295890166,2023
2023-11,2023-11-30,335381.13086273515,0.03847258452135294,2023
2023-12,2023-12-29,333043.02236135484,-0.006971496861990278,2023
2024-01,2024-01-31,347695.5352697657,0.043995856164531055,2024
2024-02,2024-02-29,360025.9552895558,0.03546326820165602,2024
2024-03,2024-03-28,375667.00687588024,0.04344423327408409,2024
2024-04,2024-04-30,382385.381673572,0.017883856380050744,2024
2024-05,2024-05-31,394332.6226990015,0.03124397949822355,2024
2024-06,2024-06-28,410267.0335110799,0.040408553324895236,2024
2024-07,2024-07-31,401277.4006403469,-0.021911662737801207,2024
2024-08,2024-08-30,387903.2933971678,-0.033328832428233146,2024
2024-09,2024-09-30,391899.53120851703,0.010302149735185395,2024
2024-10,2024-10-31,417873.26629214134,0.06627651480859909,2024
2024-11,2024-11-29,417611.12040673994,-0.0006273334681767828,2024
2024-12,2024-12-31,424360.45766975364,0.01616177571239019,2024
2025-01,2025-01-31,428633.5244682622,0.010069427349505666,2025
