year,net_return
2013,0.0
2014,0.28785380601698174
2015,0.06341916312248808
2016,0.06220473992853304
2017,0.17132117643635603
2018,-0.04844449519085614
2019,0.2887136135238697
2020,0.0542183206407334
2021,0.38226973067266834
2022,-0.018015548836731177
2023,0.2812214035896863
2024,0.3213273105484835
2025,0.09804529038129584
2026,0.12772077701563722
