date,cash_jpy,quantity,position_value_jpy,equity_jpy,gross_equity_jpy,market_weight,usdjpy
2022-05-20,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,127.83200073242188
2022-05-23,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,127.90299987792967
2022-05-24,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,127.84600067138672
2022-05-25,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,126.7689971923828
2022-05-26,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,127.1520004272461
2022-05-27,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,127.04499816894533
2022-05-31,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,127.78399658203124
2022-06-01,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,128.73599243164062
2022-06-02,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,130.1219940185547
2022-06-03,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,129.91799926757812
2022-06-06,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,130.70700073242188
2022-06-07,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,132.17599487304688
2022-06-08,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,132.8470001220703
2022-06-09,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,134.42999267578125
2022-06-10,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,134.41799926757812
2022-06-13,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,134.81399536132812
2022-06-14,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,134.22500610351562
2022-06-15,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.29400634765625
2022-06-16,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,134.11500549316406
2022-06-17,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,132.42100524902344
2022-06-21,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.08700561523438
2022-06-22,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,136.2689971923828
2022-06-23,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,136.0240020751953
2022-06-24,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,134.83999633789062
2022-06-27,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.06199645996094
2022-06-28,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.43499755859375
2022-06-29,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,136.0469970703125
2022-06-30,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,136.58900451660156
2022-07-01,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.78599548339844
2022-07-05,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.83999633789062
2022-07-06,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.52099609375
2022-07-07,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.96600341796875
2022-07-08,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.91299438476562
2022-07-11,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,136.30099487304688
2022-07-12,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,137.38800048828125
2022-07-13,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,136.7259979248047
2022-07-14,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,137.6280059814453
2022-07-15,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,138.9669952392578
2022-07-18,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,138.31399536132812
2022-07-19,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,138.22900390625
2022-07-20,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,138.1909942626953
2022-07-21,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,138.39500427246094
2022-07-22,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,137.09800720214844
2022-07-25,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,136.31199645996094
2022-07-26,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,136.43099975585938
2022-07-27,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,136.97000122070312
2022-07-28,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,136.11099243164062
2022-07-29,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,134.39700317382812
2022-08-01,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,133.40699768066406
2022-08-02,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,131.57200622558594
2022-08-03,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,133.37899780273438
2022-08-04,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,133.96200561523438
2022-08-05,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,132.62100219726562
2022-08-08,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.0570068359375
2022-08-09,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,134.83999633789062
2022-08-10,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,135.18699645996094
2022-08-11,84816.90879424533,0.0,0.0,84816.90879424533,104766.27457787198,0.0,132.8300018310547
