year,trades,win_rate,gross_return,net_return,average_trade,max_drawdown
2018,0,0.0,0.0,0.0,0.0,0.0
2019,10,0.6,-0.0018433441527069272,-0.010867796709766453,-0.0043218364242024335,-0.019931942180373086
2020,9,0.6666666666666666,0.013760868307600926,0.00546722998987792,0.0026465434404777223,-0.029499230694810974
2021,12,0.8333333333333334,0.04408206001791215,0.03263711194116237,0.01075658104910604,-0.007751371950557084
2022,4,0.5,-0.009952062696676256,-0.013517213077461232,-0.013501062200239231,-0.014877523862555253
2023,10,0.5,0.004833973946112069,-0.0042691587787819785,-0.0016942119724817086,-0.01235144487571005
2024,11,0.6363636363636364,0.03235397134535578,0.0219972845786911,0.007960624947233801,-0.013221891678600217
2025,11,0.7272727272727273,0.011059658984224674,0.0009733072097479756,0.00038291379574709444,-0.015996010527089544
2026,10,0.7,0.025603442539192,0.01671878679081984,0.006108855493054056,-0.010588981240626572
