exit_reason,trades,win_rate,avg_return
RSI_EXIT,52,0.9423076923076923,0.013914409387131945
TIME_EXIT,16,0.125,-0.01238542409057166
STOP_LOSS,9,0.0,-0.037086876754734516
FINAL_CLOSE,0,0.0,0.0
